level_0,level_1,level_2,no_aud_data_Fz
21,0,3,5.618908828237364e-07
21,0,4,1.581482889297163e-06
21,0,5,2.340110985042318e-06
21,0,6,2.3423452497599865e-06
21,0,7,1.3412806056071905e-06
21,0,8,-2.9033458736816265e-07
21,0,9,-1.6768999807703302e-06
21,0,10,-2.0928108226950026e-06
21,0,11,-1.6021238718614742e-06
21,0,12,-1.0662243016386298e-06
21,0,13,-1.3472272458538745e-06
21,0,14,-2.3718327055213253e-06
21,0,15,-2.9350713230889667e-06
21,0,16,-1.6008285694879077e-06
21,0,17,1.9829525922329547e-06
21,0,18,6.386380213948043e-06
21,0,19,9.173267744967976e-06
21,0,20,8.63063409397392e-06
21,0,21,5.2016884048720945e-06
21,0,22,1.318784890469916e-06
21,0,23,-2.78182100880927e-07
21,0,24,1.4029272488056083e-06
21,0,25,4.9279668753477454e-06
21,0,26,7.591024154290915e-06
21,0,27,7.558463515886492e-06
21,0,28,5.180179218652534e-06
21,0,29,2.5379788363190934e-06
21,0,30,1.5097033835763613e-06
21,0,31,2.2464395777257464e-06
21,0,32,3.172777771381143e-06
21,0,33,2.6817626748543253e-06
21,0,34,7.450216455312643e-07
21,0,35,-8.984797338786773e-07
21,0,36,-4.149730164489645e-07
22,0,0,-8.941827351466506e-07
22,0,1,-3.1194234007749694e-07
22,0,2,-2.788808884080794e-07
22,0,3,-6.827475419287435e-07
22,0,4,-8.99405326650464e-07
22,0,5,-5.482129917999569e-07
22,0,6,6.949437751117863e-08
22,0,7,2.605349702831562e-07
22,0,8,-2.1162302661398973e-07
22,0,9,-7.996204777564178e-07
22,0,10,-6.823591876852995e-07
22,0,11,3.329645373517368e-07
22,0,12,1.5608942936284545e-06
22,0,13,2.05173003779741e-06
22,0,14,1.5066784951026603e-06
22,0,15,4.538269944855541e-07
22,0,16,-3.5550620470950305e-07
22,0,17,-6.818768826377624e-07
22,0,18,-7.938724711555609e-07
22,0,19,-9.175728473869761e-07
22,0,20,-8.12453630088603e-07
22,0,21,-1.309885211832042e-07
22,0,22,9.233903393840838e-07
22,0,23,1.4192161172581441e-06
22,0,24,4.4862491208757133e-07
22,0,25,-1.9336628899337778e-06
22,0,26,-4.560831507410205e-06
22,0,27,-6.035341811078105e-06
22,0,28,-5.759438949428519e-06
22,0,29,-4.238466562531389e-06
22,0,30,-2.4512894380331323e-06
22,0,31,-1.0695676042121662e-06
22,0,32,-1.936642576520127e-07
22,0,33,3.0573269669650874e-07
22,0,34,4.469336157149521e-07
22,0,35,2.1216128832388722e-07
22,0,36,-9.788953011941161e-08
23,0,0,8.16266268315036e-06
23,0,1,9.25042345585001e-06
23,0,2,1.05089422251499e-05
23,0,3,1.1742748204044968e-05
23,0,4,1.2919651827974642e-05
23,0,5,1.3937453539575686e-05
23,0,6,1.4456865243902281e-05
23,0,7,1.4164470696478642e-05
23,0,8,1.3070096805804917e-05
23,0,9,1.1591109969148186e-05
23,0,10,1.018744821241048e-05
23,0,11,9.101848399154443e-06
23,0,12,8.355087026656969e-06
23,0,13,8.07732879578812e-06
23,0,14,8.42339953852295e-06
23,0,15,9.30426990857191e-06
23,0,16,1.0025209634707637e-05
23,0,17,9.62669087832519e-06
23,0,18,7.5446581137036234e-06
23,0,19,4.253063225116591e-06
23,0,20,9.101003478563906e-07
23,0,21,-1.394479952839137e-06
23,0,22,-2.4356321227109184e-06
23,0,23,-2.6614127305989182e-06
23,0,24,-2.683329188552002e-06
23,0,25,-2.6869085959536367e-06
23,0,26,-2.645916759639203e-06
23,0,27,-2.5483943697990005e-06
23,0,28,-2.6034942881375626e-06
23,0,29,-2.8194483513233e-06
23,0,30,-2.9192010041044237e-06
23,0,31,-2.4004323125415635e-06
23,0,32,-1.1371761671684854e-06
23,0,33,5.851335204959718e-07
23,0,34,2.146868823887688e-06
23,0,35,3.198174501811891e-06
23,0,36,3.6824287784228656e-06
24,0,0,-3.954089029124401e-06
24,0,1,-3.0589665130884046e-06
24,0,2,-1.8172120960782218e-06
24,0,3,-8.234718061355687e-08
24,0,4,1.4467258767610078e-06
24,0,5,1.7341588576641318e-06
24,0,6,3.2937057803465675e-07
24,0,7,-1.9967298000796478e-06
24,0,8,-3.6970883780423674e-06
24,0,9,-3.531356976834788e-06
24,0,10,-1.5902842515563105e-06
24,0,11,7.834320175204539e-07
24,0,12,1.9459947287788756e-06
24,0,13,1.214891035401501e-06
24,0,14,-7.386055695872651e-07
24,0,15,-2.4076255062450725e-06
24,0,16,-2.6353093227743623e-06
24,0,17,-1.3576557851082107e-06
24,0,18,3.5353050933940156e-07
24,0,19,1.1655609515369636e-06
24,0,20,3.85376148473372e-07
24,0,21,-1.5607262190050624e-06
24,0,22,-3.58506882433882e-06
24,0,23,-4.737998895168287e-06
24,0,24,-4.923079978343359e-06
24,0,25,-4.694223823126014e-06
24,0,26,-4.61378447252377e-06
24,0,27,-4.651605992159522e-06
24,0,28,-4.43821597647523e-06
24,0,29,-3.884873570905045e-06
24,0,30,-3.678652192566948e-06
24,0,31,-4.706538017773635e-06
24,0,32,-7.098756137844265e-06
24,0,33,-9.61289784527045e-06
24,0,34,-1.0434854785639489e-05
24,0,35,-8.568858302525925e-06
24,0,36,-4.87464829335862e-06
25,0,0,-4.8790600703237205e-06
25,0,1,-5.566316841576312e-06
25,0,2,-4.936819169310951e-06
25,0,3,-2.564422395167181e-06
25,0,4,7.619703978745045e-07
25,0,5,3.1179505195582356e-06
25,0,6,2.8339164113557543e-06
25,0,7,4.254521918215765e-08
25,0,8,-3.1889704152927975e-06
25,0,9,-4.397302174807371e-06
25,0,10,-2.695516053939477e-06
25,0,11,6.108925936213055e-07
25,0,12,3.2149142977442853e-06
25,0,13,3.74814631996708e-06
25,0,14,2.7082637137684215e-06
25,0,15,1.7820259283295967e-06
25,0,16,2.185125991492081e-06
25,0,17,3.68889055647631e-06
25,0,18,4.954081015209942e-06
25,0,19,4.879977932390427e-06
25,0,20,3.5669309531300277e-06
25,0,21,2.2061906166947906e-06
25,0,22,1.9459581670913195e-06
25,0,23,2.9452405653999637e-06
25,0,24,4.248495015060454e-06
25,0,25,4.6779962546172915e-06
25,0,26,3.745835475794381e-06
25,0,27,2.023090776807584e-06
25,0,28,5.595335634710844e-07
25,0,29,1.481998787568107e-07
25,0,30,8.06934452358122e-07
25,0,31,1.9853525668877555e-06
25,0,32,2.9639597856307923e-06
25,0,33,3.305598560617842e-06
25,0,34,2.8958888355612016e-06
25,0,35,1.9069577604055625e-06
25,0,36,5.49049590513849e-07
26,0,0,2.2829110434060694e-06
26,0,1,5.34129038670626e-06
26,0,2,6.667328952278254e-06
26,0,3,5.751181828807022e-06
26,0,4,3.411150879299653e-06
26,0,5,1.1644771976341818e-06
26,0,6,1.5492219294014391e-07
26,0,7,4.145655628164987e-07
26,0,8,1.1134992912444178e-06
26,0,9,1.345765960694761e-06
26,0,10,8.158519570924166e-07
26,0,11,-2.493619641295903e-07
26,0,12,-1.570098016349662e-06
26,0,13,-3.103657264410067e-06
26,0,14,-4.73754269261908e-06
26,0,15,-5.9523355025913255e-06
26,0,16,-5.9772851254200196e-06
26,0,17,-4.529054489652506e-06
26,0,18,-2.304086445065106e-06
26,0,19,-6.325821326429154e-07
26,0,20,-3.8676080870271926e-07
26,0,21,-1.2984241232273967e-06
26,0,22,-2.3125218266508064e-06
26,0,23,-2.7428578004573697e-06
26,0,24,-2.954686395614391e-06
26,0,25,-3.892295047782101e-06
26,0,26,-5.886150116965548e-06
26,0,27,-8.094673951403034e-06
26,0,28,-9.20179823038985e-06
26,0,29,-8.733265115630105e-06
26,0,30,-7.6090779881880116e-06
26,0,31,-7.386900798362131e-06
26,0,32,-8.819494673387997e-06
26,0,33,-1.1177727158734232e-05
26,0,34,-1.2916268507633631e-05
26,0,35,-1.305077768285986e-05
26,0,36,-1.190689817584154e-05
27,0,0,2.2811167922316754e-06
27,0,1,1.482541232953695e-06
27,0,2,1.2200215860401234e-06
27,0,3,1.1858218562597403e-06
27,0,4,6.897150445186445e-07
27,0,5,-5.566208611705188e-07
27,0,6,-2.0381492808092274e-06
27,0,7,-2.778893981966938e-06
27,0,8,-2.0548057670256978e-06
27,0,9,-1.4795642975888596e-08
27,0,10,2.321163663536886e-06
27,0,11,3.609691029069997e-06
27,0,12,3.009475812457141e-06
27,0,13,6.719426082864698e-07
27,0,14,-2.253103809302822e-06
27,0,15,-4.297203186438652e-06
27,0,16,-4.4389744950678114e-06
27,0,17,-2.7293174250345474e-06
27,0,18,-1.2715408009470813e-07
27,0,19,2.111152238821085e-06
27,0,20,3.2853117352956785e-06
27,0,21,3.4799396025985785e-06
27,0,22,3.3163109531728313e-06
27,0,23,3.1769399829963585e-06
27,0,24,2.9774883376223153e-06
27,0,25,2.3286830020453105e-06
27,0,26,1.23099018325642e-06
27,0,27,1.9984807138308566e-07
27,0,28,-4.6670880478500925e-08
27,0,29,5.272323129594716e-07
27,0,30,1.1725784308614718e-06
27,0,31,7.995252536597232e-07
27,0,32,-8.855045184719582e-07
27,0,33,-3.11818043982227e-06
27,0,34,-4.544862962996407e-06
27,0,35,-4.4900895532606466e-06
27,0,36,-3.3520100759409e-06
28,0,0,2.2404379130487852e-07
28,0,1,2.240974787779242e-06
28,0,2,2.781467670112366e-06
28,0,3,1.8717468544006806e-06
28,0,4,5.213673908129596e-07
28,0,5,-2.1465691908537238e-07
28,0,6,-8.15837280121448e-08
28,0,7,4.275568308049433e-07
28,0,8,7.43958400734313e-07
28,0,9,7.894455056287142e-07
28,0,10,7.722898887124732e-07
28,0,11,7.307294817767539e-07
28,0,12,3.8187063751735735e-07
28,0,13,-3.47046016655442e-07
28,0,14,-9.879953869925122e-07
28,0,15,-7.874277006532932e-07
28,0,16,3.4732318516993744e-07
28,0,17,1.5451014635936572e-06
28,0,18,1.5786003367464105e-06
28,0,19,2.1756057191352043e-07
28,0,20,-1.41038765205648e-06
28,0,21,-1.70129863170048e-06
28,0,22,-2.9764794806093406e-07
28,0,23,1.4202427548928035e-06
28,0,24,1.3549760498789758e-06
28,0,25,-1.273770177130655e-06
28,0,26,-5.26544107403332e-06
28,0,27,-8.365754308274078e-06
28,0,28,-9.289297442770337e-06
28,0,29,-8.414172168939144e-06
28,0,30,-7.129793190701575e-06
28,0,31,-6.176245461748844e-06
28,0,32,-5.252636843633082e-06
28,0,33,-3.6752859707265856e-06
28,0,34,-1.7400796682609006e-06
28,0,35,-6.937885349243799e-07
28,0,36,-1.8274359080721383e-06
29,0,0,9.974967691441514e-06
29,0,1,1.0124223777779916e-05
29,0,2,9.655444008053375e-06
29,0,3,9.195951270763965e-06
29,0,4,8.852646847155269e-06
29,0,5,8.429452407752384e-06
29,0,6,7.965166997111095e-06
29,0,7,7.710985052050798e-06
29,0,8,7.880570891861927e-06
29,0,9,8.349082178748504e-06
29,0,10,8.946209842701773e-06
29,0,11,9.654704770748759e-06
29,0,12,1.0581594118201643e-05
29,0,13,1.1434137729644963e-05
29,0,14,1.1533554960775074e-05
29,0,15,1.0309044017870633e-05
29,0,16,8.196500979730872e-06
29,0,17,6.511001362629254e-06
29,0,18,6.480595862902265e-06
29,0,19,7.933923307054463e-06
29,0,20,9.392187488521447e-06
29,0,21,9.316631760742614e-06
29,0,22,7.734283396274347e-06
29,0,23,6.246169598250382e-06
29,0,24,6.667692750164384e-06
29,0,25,9.11102774741728e-06
29,0,26,1.17219447857245e-05
29,0,27,1.1995813289594846e-05
29,0,28,8.934407511679938e-06
29,0,29,3.8116839845776026e-06
29,0,30,-5.792372207817811e-07
29,0,31,-2.0088855607478586e-06
29,0,32,-1.5188288897520507e-07
29,0,33,3.255836830561411e-06
29,0,34,5.883966238255108e-06
29,0,35,6.281720655278795e-06
29,0,36,4.838735621231393e-06
