level_0,level_1,level_2,control_data_Oz
142,0,1,3.026159583515071e-06
142,0,2,1.7081356672734677e-06
142,0,3,1.4317835152345113e-06
142,0,4,3.2378302903895116e-06
142,0,5,6.281643530126936e-06
142,0,6,8.07322806601566e-06
142,0,7,6.698051683761948e-06
142,0,8,3.1344931370363472e-06
142,0,9,6.614745969614884e-07
142,0,10,1.8446471860649572e-06
142,0,11,5.7444519317115e-06
142,0,12,8.644300525364286e-06
142,0,13,7.494783606302492e-06
142,0,14,2.969053319834501e-06
142,0,15,-1.2697633981622887e-06
142,0,16,-2.043611524170529e-06
142,0,17,3.181815420367332e-07
142,0,18,2.679442735734473e-06
142,0,19,2.3681528899031185e-06
142,0,20,-1.5612002021759542e-07
142,0,21,-2.0872476254203e-06
142,0,22,-1.1298999365974671e-06
142,0,23,2.321216778028261e-06
142,0,24,5.998446157062554e-06
142,0,25,8.068424478727197e-06
142,0,26,8.546948211035849e-06
142,0,27,8.414726596917606e-06
142,0,28,8.038647621747442e-06
142,0,29,6.657356524623654e-06
142,0,30,3.649071786445703e-06
142,0,31,-2.2272782066390624e-07
142,0,32,-2.839714258267011e-06
142,0,33,-2.3853980010993476e-06
142,0,34,1.2028538728441686e-06
142,0,35,6.101643612027444e-06
142,0,36,9.930693488699471e-06
143,0,0,-2.139047351234832e-06
143,0,1,-1.113627848322429e-07
143,0,2,2.3040657085855964e-06
143,0,3,2.5797268265398486e-06
143,0,4,4.220028194268653e-07
143,0,5,-1.8861641646280197e-06
143,0,6,-2.351758883861491e-06
143,0,7,-1.7008495232100524e-06
143,0,8,-2.6586773342931054e-06
143,0,9,-6.377716731087739e-06
143,0,10,-1.0434709266485037e-05
143,0,11,-1.078112852759478e-05
143,0,12,-6.072894484076007e-06
143,0,13,5.243416204310169e-07
143,0,14,4.033414794397201e-06
143,0,15,2.453250126740431e-06
143,0,16,-1.5653144379449362e-06
143,0,17,-3.4907764140306244e-06
143,0,18,-1.4770213276274417e-06
143,0,19,2.2737651645487566e-06
143,0,20,4.271531788603875e-06
143,0,21,3.671131035069093e-06
143,0,22,2.8507651647550445e-06
143,0,23,4.569056250019836e-06
143,0,24,8.613233641080313e-06
143,0,25,1.1803457340090829e-05
143,0,26,1.106772922988391e-05
143,0,27,6.6545530981131345e-06
143,0,28,1.969081706430583e-06
143,0,29,7.142326573575589e-07
143,0,30,3.7560021715201753e-06
143,0,31,8.845600082100927e-06
143,0,32,1.2705347224404619e-05
143,0,33,1.382992652596796e-05
143,0,34,1.321880574012258e-05
143,0,35,1.3130398488218312e-05
143,0,36,1.480336672333429e-05
144,0,0,-4.604516357576717e-06
144,0,1,-1.7864469821407937e-06
144,0,2,-6.132890212467166e-07
144,0,3,-5.858145046640718e-07
144,0,4,-2.238666672090689e-07
144,0,5,1.2434630847318648e-06
144,0,6,3.0195462836420534e-06
144,0,7,3.978023655850792e-06
144,0,8,3.975923450654162e-06
144,0,9,4.0841533217778915e-06
144,0,10,5.0437080814264045e-06
144,0,11,6.255328573831595e-06
144,0,12,6.25979164629864e-06
144,0,13,4.608609447593568e-06
144,0,14,2.6026580986962923e-06
144,0,15,2.227898982257008e-06
144,0,16,3.937813075496823e-06
144,0,17,6.019959708856748e-06
144,0,18,6.165321338824127e-06
144,0,19,4.0049759860426326e-06
144,0,20,1.5754092835882196e-06
144,0,21,1.3527402390202913e-06
144,0,22,3.5499757888490444e-06
144,0,23,5.876378869541977e-06
144,0,24,5.88405063936469e-06
144,0,25,3.789947060881324e-06
144,0,26,2.461631666238984e-06
144,0,27,4.525491089357861e-06
144,0,28,9.262462983093602e-06
144,0,29,1.2912109570199391e-05
144,0,30,1.2101284845145936e-05
144,0,31,7.3643467846136045e-06
144,0,32,2.8977718534198114e-06
144,0,33,2.7533282674180825e-06
144,0,34,6.915509687408948e-06
144,0,35,1.1353763135066449e-05
144,0,36,1.1900039858092214e-05
145,0,0,4.63402836969537e-06
145,0,1,7.274068702079912e-07
145,0,2,-2.2521066392969393e-06
145,0,3,-2.112546494219679e-06
145,0,4,6.331652551796464e-07
145,0,5,3.9717405025594375e-06
145,0,6,6.500685509770146e-06
145,0,7,8.041408120107397e-06
145,0,8,8.762660712425196e-06
145,0,9,8.185473538206494e-06
145,0,10,5.82238544247408e-06
145,0,11,2.366089064495102e-06
145,0,12,-1.2759828868235702e-07
145,0,13,8.251680137796507e-08
145,0,14,2.458068629742225e-06
145,0,15,4.093935846935932e-06
145,0,16,2.2243290336004123e-06
145,0,17,-3.1798820165014933e-06
145,0,18,-9.091487435357456e-06
145,0,19,-1.1932576485836153e-05
145,0,20,-1.0380773319483149e-05
145,0,21,-6.222850153749437e-06
145,0,22,-2.5202089466721216e-06
145,0,23,-1.2733179763581951e-06
145,0,24,-2.4646471869171172e-06
145,0,25,-4.966664784091185e-06
145,0,26,-7.54491131703237e-06
145,0,27,-9.171299598404012e-06
145,0,28,-8.676595591311834e-06
145,0,29,-5.272854183558995e-06
145,0,30,3.270229448007229e-07
145,0,31,5.313303415326265e-06
145,0,32,6.408280119097308e-06
145,0,33,2.574032298228253e-06
145,0,34,-3.3310778731687415e-06
145,0,35,-6.34067046474733e-06
145,0,36,-3.2319811479763105e-06
146,0,0,-1.3982466979622346e-05
146,0,1,-1.279854205649036e-05
146,0,2,-6.370370924170998e-06
146,0,3,-9.678947352385759e-08
146,0,4,1.4266221327250393e-06
146,0,5,-2.207225075984002e-06
146,0,6,-7.184942767451594e-06
146,0,7,-9.033775993893308e-06
146,0,8,-6.4769637048071415e-06
146,0,9,-2.4374158237466147e-06
146,0,10,-1.2020476967285041e-06
146,0,11,-4.4051358346894125e-06
146,0,12,-9.509721854380842e-06
146,0,13,-1.233902021537006e-05
146,0,14,-1.1047950994006557e-05
146,0,15,-7.76702738881338e-06
146,0,16,-6.074754218869904e-06
146,0,17,-7.06552538373359e-06
146,0,18,-8.064638070328354e-06
146,0,19,-5.7530881297303445e-06
146,0,20,-2.0834482112470277e-07
146,0,21,4.494739254043276e-06
146,0,22,4.268799302681152e-06
146,0,23,-6.846032749458935e-07
146,0,24,-5.815100389804323e-06
146,0,25,-6.8368172942559e-06
146,0,26,-4.085726020039632e-06
146,0,27,-2.140518004189513e-06
146,0,28,-4.858520405470697e-06
146,0,29,-1.1300530045580564e-05
146,0,30,-1.6653033046935242e-05
146,0,31,-1.725595382842725e-05
146,0,32,-1.4116356243250609e-05
146,0,33,-1.1496356626918263e-05
146,0,34,-1.2179913937466797e-05
146,0,35,-1.4847296045680282e-05
146,0,36,-1.5989554469318006e-05
147,0,0,5.181402307145703e-06
147,0,1,9.334662311574998e-06
147,0,2,1.1053255167186335e-05
147,0,3,1.0704349711322778e-05
147,0,4,9.135213030887215e-06
147,0,5,7.198555356754813e-06
147,0,6,5.66615935243531e-06
147,0,7,5.224251877365661e-06
147,0,8,6.290914555457077e-06
147,0,9,8.73273251552481e-06
147,0,10,1.1814046768960306e-05
147,0,11,1.4446312194821417e-05
147,0,12,1.540281250741798e-05
147,0,13,1.3756184694449372e-05
147,0,14,9.310883754141757e-06
147,0,15,3.104780672282437e-06
147,0,16,-2.7005224585494573e-06
147,0,17,-5.740342106991887e-06
147,0,18,-4.87383229470003e-06
147,0,19,-9.921118510235468e-07
147,0,20,3.4042241675477343e-06
147,0,21,5.827488799220714e-06
147,0,22,5.250060427003508e-06
147,0,23,2.558634916495679e-06
147,0,24,-3.295299897208854e-07
147,0,25,-1.6464206300724574e-06
147,0,26,-6.466956261606001e-07
147,0,27,2.214471566077829e-06
147,0,28,5.539722124706537e-06
147,0,29,7.681592365638796e-06
147,0,30,7.479178132179052e-06
147,0,31,5.116225005462392e-06
147,0,32,2.1485080971625904e-06
147,0,33,8.197394103541322e-07
147,0,34,2.6433359774349956e-06
147,0,35,7.419625145815313e-06
147,0,36,1.3151843646009914e-05
148,0,0,-5.390295780957426e-06
148,0,1,-6.586367187911527e-06
148,0,2,-4.065591626031757e-06
148,0,3,4.139546552162146e-07
148,0,4,1.7126876883236716e-06
148,0,5,-3.390941179129349e-06
148,0,6,-1.2275464724663117e-05
148,0,7,-1.826212128362985e-05
148,0,8,-1.664095786749881e-05
148,0,9,-8.999755070773958e-06
148,0,10,-1.6985161235684134e-06
148,0,11,-9.327473688082434e-08
148,0,12,-4.082145157446453e-06
148,0,13,-8.926313008713542e-06
148,0,14,-1.0171030013809426e-05
148,0,15,-7.564453084283739e-06
148,0,16,-4.717398839866165e-06
148,0,17,-5.169957225648048e-06
148,0,18,-9.066257324358556e-06
148,0,19,-1.320221219094041e-05
148,0,20,-1.4147210669569082e-05
148,0,21,-1.120752438839561e-05
148,0,22,-6.973993835583236e-06
148,0,23,-5.01648908738403e-06
148,0,24,-7.036935963054163e-06
148,0,25,-1.1450735644401766e-05
148,0,26,-1.4780341227525339e-05
148,0,27,-1.441129446549407e-05
148,0,28,-1.0785269275134714e-05
148,0,29,-6.732489519258803e-06
148,0,30,-4.965190675056586e-06
148,0,31,-5.393700201575832e-06
148,0,32,-5.36291526065361e-06
148,0,33,-2.4684903477861965e-06
148,0,34,2.458087365333361e-06
148,0,35,5.884499929754061e-06
148,0,36,5.007920919569892e-06
149,0,0,-5.403292824237313e-06
149,0,1,-4.104769747984889e-06
149,0,2,-4.1091138585431695e-06
149,0,3,-5.891225825072836e-06
149,0,4,-8.408691189986707e-06
149,0,5,-1.0111819725054422e-05
149,0,6,-1.0277540576123304e-05
149,0,7,-9.53532449441514e-06
149,0,8,-9.055053077061518e-06
149,0,9,-9.307993016138567e-06
149,0,10,-9.575604923963245e-06
149,0,11,-8.595292584527917e-06
149,0,12,-5.718934420382557e-06
149,0,13,-1.4647698881151787e-06
149,0,14,2.830995296229072e-06
149,0,15,6.002517055408351e-06
149,0,16,7.535579173657359e-06
149,0,17,7.4305019750148336e-06
149,0,18,5.785254775024089e-06
149,0,19,2.8662418544267947e-06
149,0,20,-6.910299465033263e-07
149,0,21,-3.876377435072361e-06
149,0,22,-6.043537086058959e-06
149,0,23,-7.354442023365824e-06
149,0,24,-8.471354648276858e-06
149,0,25,-9.474327958039236e-06
149,0,26,-9.49816836111312e-06
149,0,27,-7.4953263927485985e-06
149,0,28,-3.911612715535613e-06
149,0,29,-9.743610607655968e-07
149,0,30,-1.0937851747444948e-06
149,0,31,-4.327942652625108e-06
149,0,32,-7.882920298610556e-06
149,0,33,-8.246418415282567e-06
149,0,34,-4.70271704857561e-06
149,0,35,-2.108693738181353e-07
149,0,36,1.057949082072298e-06
150,0,0,6.1112995355211116e-06
150,0,1,-2.4161241886629597e-06
150,0,2,-4.475096350979563e-06
150,0,3,6.839383433595191e-07
150,0,4,8.391848803050424e-06
150,0,5,1.2947194238337786e-05
150,0,6,1.2447485827524001e-05
150,0,7,9.575682776710877e-06
150,0,8,8.322144400472109e-06
150,0,9,9.946970533720708e-06
150,0,10,1.2301710559360093e-05
150,0,11,1.2507487740479224e-05
150,0,12,1.0262376025037853e-05
150,0,13,7.997838230072902e-06
150,0,14,8.163542346439022e-06
150,0,15,1.013062079980963e-05
150,0,16,1.0571452888327878e-05
150,0,17,6.790180588041328e-06
150,0,18,1.9070401151520353e-07
150,0,19,-4.373824842023846e-06
150,0,20,-2.6489113619388837e-06
150,0,21,4.6336525664789974e-06
150,0,22,1.1938948769609609e-05
150,0,23,1.3406622947199237e-05
150,0,24,8.207380719313481e-06
150,0,25,1.2531662110012575e-06
150,0,26,-8.950580328606798e-07
150,0,27,4.196676007957957e-06
150,0,28,1.3185195181018784e-05
150,0,29,2.0103330033974048e-05
150,0,30,2.1750877527998793e-05
150,0,31,1.963622810009834e-05
150,0,32,1.7858877520302344e-05
150,0,33,1.868480204041752e-05
150,0,34,2.096822894922612e-05
150,0,35,2.1724704452879043e-05
150,0,36,1.958709792317223e-05
151,0,0,-1.6550559185965865e-06
151,0,1,-2.176455050775111e-06
151,0,2,-9.350381017790496e-08
151,0,3,3.703358434609821e-06
151,0,4,7.335235677765467e-06
151,0,5,9.343136619534515e-06
151,0,6,9.530411040165065e-06
151,0,7,8.480093801097478e-06
151,0,8,6.589275388213251e-06
151,0,9,3.799570606363126e-06
151,0,10,2.8778249972222366e-07
151,0,11,-2.8075332429567643e-06
151,0,12,-3.8022041392608223e-06
151,0,13,-1.890937738590877e-06
151,0,14,1.768188148134863e-06
151,0,15,4.583635086508617e-06
151,0,16,4.467606843897801e-06
151,0,17,1.585574160324583e-06
151,0,18,-1.8043007272005186e-06
151,0,19,-3.217274982227384e-06
151,0,20,-1.9484818330274046e-06
151,0,21,5.765282452974485e-07
151,0,22,2.2138778479276644e-06
151,0,23,1.9202871330544294e-06
151,0,24,2.3319660505939566e-07
151,0,25,-1.6159410974756416e-06
151,0,26,-2.9667657587265143e-06
151,0,27,-3.945614721164885e-06
151,0,28,-4.8046110157144955e-06
151,0,29,-5.208709340276521e-06
151,0,30,-4.343898100315005e-06
151,0,31,-1.6455768008755785e-06
151,0,32,2.5569034204566424e-06
151,0,33,7.235443007216869e-06
151,0,34,1.12484531057768e-05
151,0,35,1.3835237975105461e-05
151,0,36,1.4608557320886211e-05
152,0,0,4.396379583368145e-06
152,0,1,8.498025398904834e-06
152,0,2,7.957882308239224e-06
152,0,3,2.8626789998289787e-06
152,0,4,-2.779207030047953e-06
152,0,5,-4.351001981637469e-06
152,0,6,-8.393532095869548e-07
152,0,7,4.392135881026437e-06
152,0,8,6.443578700392747e-06
152,0,9,3.1711224909992508e-06
152,0,10,-3.491269723964217e-06
152,0,11,-9.363224083615079e-06
152,0,12,-1.1494177477580343e-05
152,0,13,-9.60159901052302e-06
152,0,14,-5.514877639466935e-06
152,0,15,-1.3194882936827488e-06
152,0,16,1.2553802849362458e-06
152,0,17,1.1187904586497667e-06
152,0,18,-2.0924004586794477e-06
152,0,19,-6.989487259957748e-06
152,0,20,-1.0805153012399045e-05
152,0,21,-1.0861233184141785e-05
152,0,22,-7.194828611209296e-06
152,0,23,-2.7421523963561633e-06
152,0,24,-1.113668730109883e-06
152,0,25,-2.9115104986905747e-06
152,0,26,-5.2330088562827e-06
152,0,27,-4.152922763788852e-06
152,0,28,1.0101942430547044e-06
152,0,29,6.884842980799718e-06
152,0,30,8.680007287887963e-06
152,0,31,4.8467831942704785e-06
152,0,32,-1.8727638513913575e-06
152,0,33,-6.653931003727852e-06
152,0,34,-6.956866958699999e-06
152,0,35,-3.7989456015947542e-06
152,0,36,-3.7633201933733627e-07
153,0,0,-2.9001752841545305e-06
153,0,1,9.820662090443625e-07
153,0,2,1.4437767491970934e-06
153,0,3,-1.3573307316969534e-06
153,0,4,-5.4974502655297545e-06
153,0,5,-8.95802527044751e-06
153,0,6,-1.0704911415258963e-05
153,0,7,-1.076970745675761e-05
153,0,8,-9.884503526289066e-06
153,0,9,-9.156883015772445e-06
153,0,10,-9.494865076307057e-06
153,0,11,-1.0918015485804756e-05
153,0,12,-1.2243943820617253e-05
153,0,13,-1.1870332122710823e-05
153,0,14,-9.226454268324437e-06
153,0,15,-5.405870332260545e-06
153,0,16,-2.225113927539738e-06
153,0,17,-5.674444849291925e-07
153,0,18,2.794349298512878e-07
153,0,19,1.5891386520128865e-06
153,0,20,3.635221273324955e-06
153,0,21,5.348035927110886e-06
153,0,22,5.6250985764214544e-06
153,0,23,4.771221281927581e-06
153,0,24,4.2595268221594655e-06
153,0,25,5.060801488904117e-06
153,0,26,6.347602997265427e-06
153,0,27,6.259878230195539e-06
153,0,28,4.0373729153982975e-06
153,0,29,1.278381133438412e-06
153,0,30,6.715550725882696e-07
153,0,31,3.3856883014515154e-06
153,0,32,7.657461651851781e-06
153,0,33,1.0139760130304992e-05
153,0,34,8.666868363432485e-06
153,0,35,3.903882010455347e-06
153,0,36,-1.6463578749371e-06
154,0,0,-1.1414059724309438e-05
154,0,1,-1.705368947969659e-05
154,0,2,-1.8447237655199876e-05
154,0,3,-1.7791976544234548e-05
154,0,4,-1.950467732928212e-05
154,0,5,-2.516921705352838e-05
154,0,6,-3.134945046770498e-05
154,0,7,-3.2807968580096485e-05
154,0,8,-2.7437473590485352e-05
154,0,9,-1.826347315657471e-05
154,0,10,-1.0546671703920462e-05
154,0,11,-7.367185135721192e-06
154,0,12,-7.5963516105354055e-06
154,0,13,-8.077178911059034e-06
154,0,14,-6.970735661715054e-06
154,0,15,-5.244892314233143e-06
154,0,16,-5.072604183723839e-06
154,0,17,-7.466021017829268e-06
154,0,18,-1.1220821201133669e-05
154,0,19,-1.421932705213244e-05
154,0,20,-1.5208502235669673e-05
154,0,21,-1.4612019221570626e-05
154,0,22,-1.3680644246181757e-05
154,0,23,-1.3215198320283713e-05
154,0,24,-1.2892218556977337e-05
154,0,25,-1.1855161750859195e-05
154,0,26,-9.73833972198277e-06
154,0,27,-7.3040632920945165e-06
154,0,28,-5.977750059118494e-06
154,0,29,-6.663636403734033e-06
154,0,30,-8.713245317956361e-06
154,0,31,-1.0260435527113235e-05
154,0,32,-9.681085210663603e-06
154,0,33,-7.207111155440823e-06
154,0,34,-5.0355004373174215e-06
154,0,35,-5.729663547640308e-06
154,0,36,-9.914487020468144e-06
155,0,0,7.194946481724402e-06
155,0,1,7.947936801628197e-06
155,0,2,4.716968466966873e-06
155,0,3,-1.023093674814269e-07
155,0,4,-2.408920444820753e-06
155,0,5,6.500879504992925e-07
155,0,6,8.352659767160708e-06
155,0,7,1.66791115346046e-05
155,0,8,2.0817468194830684e-05
155,0,9,1.8403510604478573e-05
155,0,10,1.0894298046416385e-05
155,0,11,2.61993813448959e-06
155,0,12,-2.208650981798689e-06
155,0,13,-1.941065995017584e-06
155,0,14,1.693756010127343e-06
155,0,15,5.323283118938588e-06
155,0,16,6.464208223323645e-06
155,0,17,5.3359712978131506e-06
155,0,18,4.054719890002643e-06
155,0,19,4.5854413430132534e-06
155,0,20,6.824587136919976e-06
155,0,21,8.979137189375416e-06
155,0,22,9.33210044686087e-06
155,0,23,8.082875985955832e-06
155,0,24,6.919990222174527e-06
155,0,25,7.4573349795000235e-06
155,0,26,9.461108270453038e-06
155,0,27,1.1320005601616657e-05
155,0,28,1.1522955345564785e-05
155,0,29,1.0382002228742496e-05
155,0,30,9.537930014875604e-06
155,0,31,1.037303533844516e-05
155,0,32,1.2167828571689552e-05
155,0,33,1.2635410718774952e-05
155,0,34,9.627453398694519e-06
155,0,35,3.481662913185177e-06
155,0,36,-3.0032936130791875e-06
156,0,0,-1.3084578872055988e-05
156,0,1,-9.336642099671319e-06
156,0,2,-7.055050187400357e-06
156,0,3,-6.834299085288107e-06
156,0,4,-7.577231848831948e-06
156,0,5,-7.1394345622797974e-06
156,0,6,-3.940875889900153e-06
156,0,7,1.2672315467737657e-06
156,0,8,5.4137876656563965e-06
156,0,9,5.0193510853542166e-06
156,0,10,-1.0402658672716968e-06
156,0,11,-1.0293255189612583e-05
156,0,12,-1.7809240936718742e-05
156,0,13,-1.9342761076506388e-05
156,0,14,-1.4135682642153389e-05
156,0,15,-5.565781694885814e-06
156,0,16,1.1235734004081917e-06
156,0,17,2.1032820172514876e-06
156,0,18,-2.694253857173548e-06
156,0,19,-9.88496191162559e-06
156,0,20,-1.4977458563763027e-05
156,0,21,-1.5371790734071888e-05
156,0,22,-1.1622026968703073e-05
156,0,23,-6.594664690098384e-06
156,0,24,-3.07972227388579e-06
156,0,25,-2.0989648277367807e-06
156,0,26,-2.7942176946275704e-06
156,0,27,-3.830818661994392e-06
156,0,28,-4.533471359788012e-06
156,0,29,-5.131154179315516e-06
156,0,30,-5.901032724689247e-06
156,0,31,-6.688066159383447e-06
156,0,32,-7.062446926021156e-06
156,0,33,-6.909573961098848e-06
156,0,34,-6.263455091011971e-06
156,0,35,-5.038441379428898e-06
156,0,36,-2.9618248377360373e-06
157,0,0,8.265647316351864e-06
157,0,1,3.1783813502212063e-06
157,0,2,-3.1166419385618253e-06
157,0,3,-5.324710298045877e-06
157,0,4,-1.2982528653725009e-06
157,0,5,6.011189269417922e-06
157,0,6,1.0981601535534134e-05
157,0,7,1.0080770303068983e-05
157,0,8,4.4718716465169054e-06
157,0,9,-1.3994620739402183e-06
157,0,10,-3.967213037866547e-06
157,0,11,-3.0066949414155617e-06
157,0,12,-9.376680421726205e-07
157,0,13,1.465937793016496e-07
157,0,14,1.6122154660611503e-07
157,0,15,4.1209446567495945e-07
157,0,16,1.4639463406504515e-06
157,0,17,2.3798457177612287e-06
157,0,18,1.7816181108992448e-06
157,0,19,-3.193797785868066e-07
157,0,20,-2.279875150046313e-06
157,0,21,-2.1662115936953435e-06
157,0,22,4.014346873892517e-07
157,0,23,4.100304128932641e-06
157,0,24,6.944649170492203e-06
157,0,25,7.856558048590018e-06
157,0,26,6.986841721729809e-06
157,0,27,5.29591314877347e-06
157,0,28,3.6228539641859593e-06
157,0,29,2.5851541453040817e-06
157,0,30,2.530491330125705e-06
157,0,31,3.6830908905756226e-06
157,0,32,5.676447192857185e-06
157,0,33,7.670675518671802e-06
157,0,34,8.433048186058895e-06
157,0,35,7.2298798099421665e-06
157,0,36,4.316980694720233e-06
158,0,0,-3.599174723575632e-06
158,0,1,-8.962972194103108e-06
158,0,2,-1.2873498972948622e-05
158,0,3,-1.1837714731836163e-05
158,0,4,-6.069880782387304e-06
158,0,5,3.9334959769315875e-07
158,0,6,2.925981469106118e-06
158,0,7,1.4426033418527484e-07
158,0,8,-4.786666684981124e-06
158,0,9,-6.72068791583274e-06
158,0,10,-2.802767854446345e-06
158,0,11,4.9507620870947765e-06
158,0,12,1.1016374792682001e-05
158,0,13,1.0625455774140814e-05
158,0,14,3.5480203752110947e-06
158,0,15,-5.691736526617578e-06
158,0,16,-1.1212202829211245e-05
158,0,17,-1.0195832298494237e-05
158,0,18,-4.826537478109448e-06
158,0,19,-3.164794454143695e-07
158,0,20,-7.079302682529754e-07
158,0,21,-5.7966634767331316e-06
158,0,22,-1.1547378552852249e-05
158,0,23,-1.3531316855457673e-05
158,0,24,-1.0396041916764032e-05
158,0,25,-4.597135626062908e-06
158,0,26,-3.8608485517726346e-08
158,0,27,1.1372348295776239e-06
158,0,28,-2.059125821448758e-07
158,0,29,-1.5431444128652199e-06
158,0,30,-9.731997269635977e-07
158,0,31,1.6627938996345755e-06
158,0,32,5.517613035772748e-06
158,0,33,9.820427077009185e-06
158,0,34,1.4004385074665917e-05
158,0,35,1.6977016892407337e-05
158,0,36,1.704778867798356e-05
159,0,0,3.4431920143226827e-06
159,0,1,6.514033981808035e-06
159,0,2,1.1024570431460742e-05
159,0,3,1.5039778596848672e-05
159,0,4,1.6904177279646352e-05
159,0,5,1.6090956581714844e-05
159,0,6,1.3006254642363704e-05
159,0,7,8.581271086400687e-06
159,0,8,3.6718906450553326e-06
159,0,9,-1.0572842414353952e-06
159,0,10,-5.173276881358986e-06
159,0,11,-8.016482871737074e-06
159,0,12,-8.708901571195967e-06
159,0,13,-6.373698947233317e-06
159,0,14,-1.185217042274049e-06
159,0,15,5.127165499291985e-06
159,0,16,9.709732111409038e-06
159,0,17,1.0612377967730206e-05
159,0,18,8.136349182046563e-06
159,0,19,4.79093039620657e-06
159,0,20,2.9930601604412886e-06
159,0,21,3.357375367165548e-06
159,0,22,4.735949621675716e-06
159,0,23,6.350160496404922e-06
159,0,24,8.649239445466389e-06
159,0,25,1.2415753920704182e-05
159,0,26,1.64275656690272e-05
159,0,27,1.7511789598677894e-05
159,0,28,1.3046527068358315e-05
159,0,29,4.558752766288857e-06
159,0,30,-2.6370420921060004e-06
159,0,31,-3.348763543605074e-06
159,0,32,2.456874463181003e-06
159,0,33,9.513746186597214e-06
159,0,34,1.1634154535035109e-05
159,0,35,7.5655975924335045e-06
159,0,36,1.6295187621817922e-06
160,0,0,-9.255539181724773e-06
160,0,1,-1.1773709586941964e-05
160,0,2,-1.1284594242976518e-05
160,0,3,-7.839378057215407e-06
160,0,4,-3.543556211350391e-06
160,0,5,-6.725382363755364e-07
160,0,6,1.046755885136052e-07
160,0,7,-2.408550735218973e-07
160,0,8,-6.443985153581026e-07
160,0,9,-1.264317707604806e-06
160,0,10,-3.310452715812477e-06
160,0,11,-7.409891369574014e-06
160,0,12,-1.2276139933539774e-05
160,0,13,-1.519731908865003e-05
160,0,14,-1.4195467731568478e-05
160,0,15,-9.970013491828193e-06
160,0,16,-5.6941852501891206e-06
160,0,17,-4.490117565697879e-06
160,0,18,-6.8026937801326614e-06
160,0,19,-9.953454867243092e-06
160,0,20,-1.057546776179921e-05
160,0,21,-7.741489504802814e-06
160,0,22,-3.959655864377965e-06
160,0,23,-2.8557250032356003e-06
160,0,24,-5.6938360042184356e-06
160,0,25,-9.946606735834577e-06
160,0,26,-1.1500039716717445e-05
160,0,27,-8.36597695258039e-06
160,0,28,-2.6514199302626944e-06
160,0,29,1.2482531205490694e-06
160,0,30,3.9624242753419443e-07
160,0,31,-4.203413544809088e-06
160,0,32,-8.69528316112657e-06
160,0,33,-9.522821488664617e-06
160,0,34,-6.038346054021768e-06
160,0,35,-3.8450035053724937e-07
160,0,36,4.430419060179688e-06
161,0,0,3.247589896280726e-06
161,0,1,3.860692653009744e-06
161,0,2,3.5741548877549147e-06
161,0,3,4.699200214410389e-06
161,0,4,7.382974691575014e-06
161,0,5,8.801445205065535e-06
161,0,6,5.690953997364512e-06
161,0,7,-2.326767242376949e-06
161,0,8,-1.145210497964516e-05
161,0,9,-1.6318573277534143e-05
161,0,10,-1.3977103143589242e-05
161,0,11,-6.2864522105858045e-06
161,0,12,1.7639342594523427e-06
161,0,13,5.858006712494517e-06
161,0,14,5.389080696017751e-06
161,0,15,2.832415199378638e-06
161,0,16,9.2964629878345e-07
161,0,17,1.4394636524086055e-07
161,0,18,-9.86316914495379e-07
161,0,19,-3.720790901717407e-06
161,0,20,-7.138053585504047e-06
161,0,21,-8.926834694882252e-06
161,0,22,-7.622096131745294e-06
161,0,23,-4.456396775834586e-06
161,0,24,-2.3170289186620732e-06
161,0,25,-3.218551912807701e-06
161,0,26,-6.138704430283298e-06
161,0,27,-7.946031228300648e-06
161,0,28,-6.234836566501654e-06
161,0,29,-2.0982965310199596e-06
161,0,30,5.573603258488142e-07
161,0,31,-1.6696291162181324e-06
161,0,32,-8.043038662233033e-06
161,0,33,-1.386707611090803e-05
161,0,34,-1.4039535226423815e-05
161,0,35,-7.706635484524226e-06
161,0,36,7.81764004212547e-07
162,0,0,3.003991979965034e-08
162,0,1,-2.0173189414451854e-06
162,0,2,-5.27707751321908e-06
162,0,3,-7.631250014156102e-06
162,0,4,-7.48717659250351e-06
162,0,5,-4.910901844105151e-06
162,0,6,-1.3762522235524703e-06
162,0,7,1.431349868154244e-06
162,0,8,2.8092168995737748e-06
162,0,9,3.1116851923633016e-06
162,0,10,3.080452052445367e-06
162,0,11,3.0408401015130253e-06
162,0,12,2.866944711942798e-06
162,0,13,2.447780971219293e-06
162,0,14,2.125455134613236e-06
162,0,15,2.3058206695882884e-06
162,0,16,2.8386756153021093e-06
162,0,17,2.7465125140214335e-06
162,0,18,9.276324955847764e-07
162,0,19,-2.7531718343270465e-06
162,0,20,-6.804482210540877e-06
162,0,21,-8.873563042820437e-06
162,0,22,-7.359305273507612e-06
162,0,23,-2.775138496388416e-06
162,0,24,2.358415475682958e-06
162,0,25,5.096944808891151e-06
162,0,26,4.0730814969114056e-06
162,0,27,3.350002366356819e-07
162,0,28,-3.480507854896714e-06
162,0,29,-5.009285889238653e-06
162,0,30,-3.525737754685621e-06
162,0,31,-1.2264946645654057e-07
162,0,32,3.2637887247564446e-06
162,0,33,4.990683448129272e-06
162,0,34,4.398634038868494e-06
162,0,35,1.8345465196554958e-06
162,0,36,-1.5905450946406658e-06
163,0,0,7.3419179173379065e-06
163,0,1,5.178853539155475e-06
163,0,2,5.886827508629522e-06
163,0,3,9.051089135294244e-06
163,0,4,1.185976670450183e-05
