level_0,level_1,level_2,control_data_Oz
201,0,16,-4.639039321778927e-06
201,0,17,-4.40444607389731e-06
201,0,18,-1.8077089676967292e-06
201,0,19,2.5789130106685754e-06
201,0,20,6.951310309787247e-06
201,0,21,8.947132434141e-06
201,0,22,6.61833556335733e-06
201,0,23,-5.847883899888737e-08
201,0,24,-8.738224408413832e-06
201,0,25,-1.5516153011246067e-05
201,0,26,-1.7422798814964273e-05
201,0,27,-1.4263595434108305e-05
201,0,28,-8.806427780913974e-06
201,0,29,-4.453606446047967e-06
201,0,30,-2.780255313656837e-06
201,0,31,-2.4533603574999283e-06
201,0,32,-1.0124723454176516e-06
201,0,33,2.694113976886331e-06
201,0,34,7.009448849969711e-06
201,0,35,9.006138268483998e-06
201,0,36,7.016995473319596e-06
202,0,0,3.418218380833504e-06
202,0,1,9.569330865619044e-06
202,0,2,1.3420441446106005e-05
202,0,3,1.2502107897339131e-05
202,0,4,7.204245155693889e-06
202,0,5,3.067914167572512e-07
202,0,6,-5.058799145338857e-06
202,0,7,-7.2730888124736205e-06
202,0,8,-6.4933142370013765e-06
202,0,9,-3.7423517472367986e-06
202,0,10,-1.2768319001403266e-07
202,0,11,3.1043248335311158e-06
202,0,12,4.3279928567333936e-06
202,0,13,2.270504625994315e-06
202,0,14,-2.58218737354269e-06
202,0,15,-7.411928637736343e-06
202,0,16,-8.558769459547763e-06
202,0,17,-4.478602635006086e-06
202,0,18,2.5533460228271184e-06
202,0,19,7.869567460998034e-06
202,0,20,8.181295683282175e-06
202,0,21,4.355775009903497e-06
202,0,22,5.538895575909249e-07
202,0,23,3.7535629066936724e-07
202,0,24,3.6535865182125787e-06
202,0,25,6.765272801969539e-06
202,0,26,6.168687196866603e-06
202,0,27,1.5805240999682669e-06
202,0,28,-3.990602695359515e-06
202,0,29,-7.24549910838528e-06
202,0,30,-7.355388625465535e-06
202,0,31,-5.955281901671094e-06
202,0,32,-4.714068997814416e-06
202,0,33,-3.447624891565179e-06
202,0,34,-6.832580413124557e-07
202,0,35,3.913162494530528e-06
202,0,36,8.280111192708627e-06
203,0,0,8.916632346963617e-06
203,0,1,8.03063169912445e-06
203,0,2,6.3971406278240015e-06
203,0,3,6.039310118420013e-06
203,0,4,8.386073875405993e-06
203,0,5,1.2934535527092e-05
203,0,6,1.7620188272020787e-05
203,0,7,2.0485502623736893e-05
203,0,8,2.097477003521874e-05
203,0,9,1.9664813882798904e-05
203,0,10,1.712995897892801e-05
203,0,11,1.3418623911866899e-05
203,0,12,8.620097052000045e-06
203,0,13,3.590889954314789e-06
203,0,14,-1.8753790124958043e-07
203,0,15,-1.6487962302688875e-06
203,0,16,-1.0387946686201863e-06
203,0,17,3.201677875455325e-07
203,0,18,1.1246002199417942e-06
203,0,19,9.351643851202726e-07
203,0,20,1.1035945299966375e-07
203,0,21,-7.907429907895975e-07
203,0,22,-1.2798057659604977e-06
203,0,23,-8.384969203124759e-07
203,0,24,1.0094660106361433e-06
203,0,25,4.166107526777982e-06
203,0,26,7.464343181978435e-06
203,0,27,9.212672149206281e-06
203,0,28,8.708735679359891e-06
203,0,29,7.25766669248479e-06
203,0,30,7.324886355500836e-06
203,0,31,1.0199592513445278e-05
203,0,32,1.4349018088154761e-05
203,0,33,1.6381852281847627e-05
203,0,34,1.4175326425400767e-05
203,0,35,9.117062426752408e-06
203,0,36,5.04900497864846e-06
204,0,0,4.146961207828837e-06
204,0,1,3.2595206479563653e-06
204,0,2,3.251594583411247e-06
204,0,3,4.7432990665713176e-06
204,0,4,6.940140987087278e-06
204,0,5,8.641161677202754e-06
204,0,6,9.323240513142055e-06
204,0,7,8.955958170858518e-06
204,0,8,7.396407564722485e-06
204,0,9,4.328980931792123e-06
204,0,10,1.306285204375105e-07
204,0,11,-3.691922811857205e-06
204,0,12,-5.363706157258057e-06
204,0,13,-4.551973756478707e-06
204,0,14,-2.881199404515037e-06
204,0,15,-2.5137759086516816e-06
204,0,16,-3.835204245511691e-06
204,0,17,-4.970241281109731e-06
204,0,18,-3.7429883935375264e-06
204,0,19,-3.163393377534736e-07
204,0,20,2.6520100104339975e-06
204,0,21,2.614600673803231e-06
204,0,22,6.952261732208949e-08
204,0,23,-1.706118953691705e-06
204,0,24,9.502501967007438e-08
204,0,25,4.654167856873651e-06
204,0,26,8.171706698599556e-06
204,0,27,7.648048745346049e-06
204,0,28,4.1131574720475064e-06
204,0,29,1.620095123638419e-06
204,0,30,3.110618900759054e-06
204,0,31,7.247384309031206e-06
204,0,32,9.910959636164225e-06
204,0,33,8.537800876986992e-06
204,0,34,4.9996186880105155e-06
204,0,35,3.7340149548782393e-06
204,0,36,7.152941650196039e-06
205,0,0,1.2135319592584959e-05
205,0,1,6.652899272922787e-06
205,0,2,-2.396744493369862e-06
205,0,3,-9.722633112046986e-06
205,0,4,-1.1448291650202743e-05
205,0,5,-7.94281307219994e-06
205,0,6,-2.9033252281515887e-06
205,0,7,4.046538894088819e-07
205,0,8,1.8059048939794096e-06
205,0,9,3.592292758963707e-06
205,0,10,7.41060150304774e-06
205,0,11,1.219650530386165e-05
205,0,12,1.5026044499051486e-05
205,0,13,1.395930178542512e-05
205,0,14,9.804111469412019e-06
205,0,15,5.340635550511226e-06
205,0,16,3.0116889768974138e-06
205,0,17,3.412869460513732e-06
205,0,18,5.477438835207392e-06
205,0,19,7.700734682811194e-06
205,0,20,9.008310869459968e-06
205,0,21,8.992124773910264e-06
205,0,22,7.88225527607471e-06
205,0,23,6.543712613358535e-06
205,0,24,6.060809845894534e-06
205,0,25,6.80187887286773e-06
205,0,26,7.673368350624937e-06
205,0,27,6.774590393429105e-06
205,0,28,3.2452524948623396e-06
205,0,29,-1.4612944359595055e-06
205,0,30,-4.455763767512719e-06
205,0,31,-3.993812120310956e-06
205,0,32,-1.1481485842625863e-06
205,0,33,1.2417807923569273e-06
205,0,34,1.5054555885084337e-06
205,0,35,8.481617568543534e-07
205,0,36,2.157879712608247e-06
206,0,0,1.0367590011685563e-05
206,0,1,7.1898816875536975e-06
206,0,2,5.917037285093772e-06
206,0,3,8.29922295085859e-06
206,0,4,1.3134782980341953e-05
206,0,5,1.7088369604585608e-05
206,0,6,1.7480665961923684e-05
206,0,7,1.4643605609235993e-05
206,0,8,1.1533989335451114e-05
206,0,9,1.0683725281562285e-05
206,0,10,1.140817929527803e-05
206,0,11,1.0253592488875126e-05
206,0,12,4.637472444283364e-06
206,0,13,-3.83748780484293e-06
206,0,14,-9.8943675421736e-06
206,0,15,-8.82045146182852e-06
206,0,16,-7.433079301139123e-07
206,0,17,9.103500041557475e-06
206,0,18,1.4754595978719678e-05
206,0,19,1.4323007994487998e-05
206,0,20,1.101979594800317e-05
206,0,21,9.619754707828232e-06
206,0,22,1.1995085693822585e-05
206,0,23,1.583590952528133e-05
206,0,24,1.7654478405575874e-05
206,0,25,1.663448808589187e-05
206,0,26,1.548501045700178e-05
206,0,27,1.7421691414198893e-05
206,0,28,2.24983541271404e-05
206,0,29,2.707798889209313e-05
206,0,30,2.7102939606315482e-05
206,0,31,2.2002875958146537e-05
206,0,32,1.5415439204449787e-05
206,0,33,1.1791823811288158e-05
206,0,34,1.22107203424643e-05
206,0,35,1.3390754083406238e-05
206,0,36,1.1105663890662249e-05
207,0,0,-5.995785248373926e-07
207,0,1,-2.87936877355203e-06
207,0,2,-6.406109700908655e-06
207,0,3,-8.178540278092625e-06
207,0,4,-6.47702118487315e-06
207,0,5,-1.9814981282842062e-06
207,0,6,2.836911741251207e-06
207,0,7,5.495877567268014e-06
207,0,8,5.015833523593224e-06
207,0,9,2.421032004045799e-06
207,0,10,-1.294500881348633e-07
207,0,11,-8.087818180238911e-07
207,0,12,5.175923056233225e-07
207,0,13,2.1993182927268484e-06
207,0,14,1.9972347515455964e-06
207,0,15,-9.969608220983044e-07
207,0,16,-5.5153462111442704e-06
207,0,17,-8.919873786129037e-06
207,0,18,-9.28801396382807e-06
207,0,19,-6.965082970160363e-06
207,0,20,-4.300789506000123e-06
207,0,21,-3.712921225844639e-06
207,0,22,-5.752686496864057e-06
207,0,23,-8.733168345392394e-06
207,0,24,-1.026460901646292e-05
207,0,25,-9.260857906819996e-06
207,0,26,-6.816122287705499e-06
207,0,27,-5.187416977597094e-06
207,0,28,-5.877342570142336e-06
207,0,29,-8.407086841308873e-06
207,0,30,-1.0686022301415311e-05
207,0,31,-1.0583522974593905e-05
207,0,32,-7.55254015870452e-06
207,0,33,-2.924989028472755e-06
207,0,34,9.976211152616307e-07
207,0,35,2.409124899232758e-06
207,0,36,9.188761533140375e-07
208,0,0,-5.916518873106037e-06
208,0,1,-5.13058410802795e-06
208,0,2,-2.0239788074476276e-06
208,0,3,2.7485072178310853e-06
208,0,4,6.852775652328887e-06
208,0,5,7.832412782887558e-06
208,0,6,5.085735468423708e-06
208,0,7,8.633421331478506e-07
208,0,8,-9.712926984445033e-07
208,0,9,2.2695027266159124e-06
208,0,10,9.816106613313503e-06
208,0,11,1.7569463205161884e-05
208,0,12,2.0944647570247162e-05
208,0,13,1.8342490057442185e-05
208,0,14,1.2497912580116278e-05
208,0,15,8.282023314398128e-06
208,0,16,8.817443580905996e-06
208,0,17,1.2908024847533921e-05
208,0,18,1.6158605526236523e-05
208,0,19,1.464294495227478e-05
208,0,20,8.287008800629656e-06
208,0,21,9.110521340759787e-07
208,0,22,-2.733257174242394e-06
208,0,23,-7.748046416003481e-07
208,0,24,4.545167461827098e-06
208,0,25,8.786428355921853e-06
208,0,26,9.045511386104096e-06
208,0,27,5.965297257476258e-06
208,0,28,2.976523727527241e-06
208,0,29,3.0626968966127835e-06
208,0,30,6.3041386086179095e-06
208,0,31,9.890763032717822e-06
208,0,32,1.1098831766360724e-05
208,0,33,9.908043432309006e-06
208,0,34,9.370687761046926e-06
208,0,35,1.261833695638309e-05
208,0,36,1.9777965211726202e-05
209,0,0,9.139543680923708e-06
209,0,1,1.2312543005217505e-05
209,0,2,1.2052726558496824e-05
209,0,3,7.873105759238536e-06
209,0,4,2.009616066903208e-06
209,0,5,-2.276474549305711e-06
209,0,6,-3.2898541157019e-06
209,0,7,-2.593406718452002e-06
209,0,8,-3.4270393881785026e-06
209,0,9,-7.561734058882802e-06
209,0,10,-1.3005138510449057e-05
209,0,11,-1.5361720808583805e-05
209,0,12,-1.1612428525275414e-05
209,0,13,-3.3657496307063785e-06
209,0,14,4.135859551535688e-06
209,0,15,6.135833337365959e-06
209,0,16,2.4906541883018486e-06
209,0,17,-2.4957560898569383e-06
209,0,18,-3.875693858844322e-06
209,0,19,-3.8954386253161515e-07
209,0,20,5.017932637396195e-06
209,0,21,8.19678692486937e-06
209,0,22,7.653848411246736e-06
209,0,23,5.266471713444727e-06
209,0,24,3.8704162429102314e-06
209,0,25,4.287017573222779e-06
209,0,26,5.098512413982486e-06
209,0,27,4.765620977268493e-06
209,0,28,3.754028567987919e-06
209,0,29,3.8393133426355315e-06
209,0,30,5.907517785807404e-06
209,0,31,8.438255589000962e-06
209,0,32,9.033192462083956e-06
209,0,33,7.007112539944983e-06
209,0,34,4.546693230161528e-06
209,0,35,4.4133070990097826e-06
209,0,36,6.926982417545949e-06
210,0,0,7.159272461010476e-06
210,0,1,1.7161810575252366e-06
210,0,2,-4.199286257790941e-06
210,0,3,-5.946308099213921e-06
210,0,4,-2.366782645165009e-06
210,0,5,3.9587150830444325e-06
210,0,6,9.345312858489345e-06
210,0,7,1.231096121200861e-05
210,0,8,1.3827244607951409e-05
210,0,9,1.5255427797405833e-05
210,0,10,1.6096289858725512e-05
210,0,11,1.4448010403353873e-05
210,0,12,9.333656774217734e-06
210,0,13,2.5370820745297825e-06
210,0,14,-2.541747418621516e-06
210,0,15,-3.713692113565349e-06
210,0,16,-1.9062705461986626e-06
210,0,17,7.799266770946983e-08
210,0,18,3.103392419548964e-07
210,0,19,-5.659980245339389e-07
210,0,20,-5.271966607666308e-07
210,0,21,1.2884858925740923e-06
210,0,22,3.2480802958312295e-06
210,0,23,2.755738974110524e-06
210,0,24,-1.070796695370457e-06
210,0,25,-6.117843531896821e-06
210,0,26,-8.794152512640169e-06
210,0,27,-6.844999108714968e-06
210,0,28,-1.0799961434665025e-06
210,0,29,5.434146159162128e-06
210,0,30,9.692197053297563e-06
210,0,31,1.0565795103602781e-05
210,0,32,9.001802525277099e-06
210,0,33,6.862171096536085e-06
210,0,34,5.668973692882413e-06
210,0,35,5.8609767584368836e-06
210,0,36,6.739358023348941e-06
211,0,0,-2.98186355289986e-06
211,0,1,4.9672581384434635e-06
211,0,2,1.0172130138617083e-05
211,0,3,9.473849200021089e-06
211,0,4,4.084470917332483e-06
211,0,5,-1.652330162934756e-06
211,0,6,-3.7074235121894398e-06
211,0,7,-1.0601276857133887e-06
211,0,8,4.059549670738907e-06
211,0,9,8.203834417519484e-06
211,0,10,9.200671184538618e-06
211,0,11,7.285818828105088e-06
211,0,12,4.180712920512451e-06
211,0,13,1.4033605320879893e-06
211,0,14,-7.555204887270952e-07
211,0,15,-2.7580854704760638e-06
211,0,16,-4.675047672750206e-06
211,0,17,-5.636741563969165e-06
211,0,18,-4.785934359836344e-06
211,0,19,-2.4644129010784494e-06
211,0,20,-3.768893576988877e-07
211,0,21,-2.34812777168529e-07
211,0,22,-2.233787232942968e-06
211,0,23,-4.746601623781607e-06
211,0,24,-5.811504611497812e-06
211,0,25,-4.755737680095995e-06
211,0,26,-2.593859646820234e-06
211,0,27,-7.880095044226869e-07
211,0,28,7.50528226759938e-08
211,0,29,5.554798545754073e-07
211,0,30,1.404153065782924e-06
211,0,31,2.82614368761964e-06
211,0,32,4.561802847766173e-06
211,0,33,6.5329267336305475e-06
211,0,34,8.758397728795522e-06
211,0,35,1.0783580525347298e-05
211,0,36,1.138613605376163e-05
212,0,0,1.6300795202434733e-05
212,0,1,1.7024901425371337e-05
212,0,2,1.480345694521005e-05
212,0,3,9.852407093987345e-06
212,0,4,4.977482678033152e-06
212,0,5,3.6038440694441127e-06
212,0,6,6.430516901089129e-06
212,0,7,1.0114640613863475e-05
212,0,8,9.785947040957539e-06
212,0,9,3.5641366215666617e-06
212,0,10,-5.199924348922249e-06
212,0,11,-1.026979459153182e-05
212,0,12,-7.861312159365968e-06
212,0,13,-1.3571253905276008e-07
212,0,14,6.345698151533649e-06
212,0,15,6.007830687333168e-06
212,0,16,-1.2066643828529677e-06
212,0,17,-1.0004080981076968e-05
212,0,18,-1.4264074192126453e-05
212,0,19,-1.1837347295971172e-05
212,0,20,-5.710835188043641e-06
212,0,21,-9.003737566233425e-07
212,0,22,-2.4394981118973523e-07
212,0,23,-2.610439553581674e-06
212,0,24,-4.5448316763782e-06
212,0,25,-3.3550379657471614e-06
212,0,26,1.14935530185088e-06
212,0,27,7.232450405805562e-06
212,0,28,1.3115926608308053e-05
212,0,29,1.8076258398797484e-05
212,0,30,2.212458817893025e-05
212,0,31,2.493799875863639e-05
212,0,32,2.5536757692311068e-05
212,0,33,2.306936401325261e-05
212,0,34,1.7930461302760408e-05
212,0,35,1.1862264540788e-05
212,0,36,6.884228162372158e-06
213,0,0,8.299523447912534e-06
213,0,1,2.479186005638424e-06
213,0,2,-4.446472005703068e-06
213,0,3,-8.237958659238495e-06
213,0,4,-6.896075604331873e-06
213,0,5,-1.6523869154049924e-06
213,0,6,4.0931907888651375e-06
213,0,7,7.065192872465667e-06
213,0,8,5.885780498313239e-06
213,0,9,1.7131169698293052e-06
213,0,10,-2.724183145467592e-06
213,0,11,-4.937036720446857e-06
213,0,12,-4.532389788672547e-06
213,0,13,-3.31195847526317e-06
213,0,14,-3.768718726629856e-06
213,0,15,-6.701896299822572e-06
213,0,16,-1.0421088673628323e-05
213,0,17,-1.191192950060672e-05
213,0,18,-9.51321358649192e-06
213,0,19,-4.150775628664912e-06
213,0,20,1.3860469359396963e-06
213,0,21,4.798912121828266e-06
213,0,22,5.483219947415886e-06
213,0,23,4.354421681767093e-06
213,0,24,2.4407880482520984e-06
213,0,25,5.834142116861206e-07
213,0,26,-3.5107510098170166e-07
213,0,27,8.288484546754743e-07
213,0,28,4.429688917822225e-06
213,0,29,9.024409653517e-06
213,0,30,1.157489768015068e-05
213,0,31,9.965832726520785e-06
213,0,32,4.950163639572092e-06
213,0,33,1.75310267761491e-07
213,0,34,-9.526413265194381e-07
213,0,35,2.1256241187313436e-06
213,0,36,6.598915304599929e-06
214,0,0,3.896719557673216e-06
214,0,1,1.061993877919765e-06
214,0,2,-7.018264218447475e-07
214,0,3,1.4056510945285365e-06
214,0,4,6.418788784836064e-06
214,0,5,1.123564159941884e-05
214,0,6,1.3918090760884293e-05
214,0,7,1.4880587917835827e-05
214,0,8,1.5125371508305837e-05
214,0,9,1.3971839715772711e-05
214,0,10,9.417552932333988e-06
214,0,11,9.121337961409153e-07
214,0,12,-8.38191421037598e-06
214,0,13,-1.3118142865030358e-05
214,0,14,-1.0147147410180751e-05
214,0,15,-1.8627426748200155e-06
214,0,16,5.114678864446339e-06
214,0,17,5.0909497835256116e-06
214,0,18,-2.108393923248446e-06
214,0,19,-1.1190760581802732e-05
214,0,20,-1.5898207730493806e-05
214,0,21,-1.3901907575717678e-05
214,0,22,-7.98147241836745e-06
214,0,23,-3.1301868614582243e-06
214,0,24,-2.4449609919049547e-06
214,0,25,-5.251189655642056e-06
214,0,26,-8.422202643477582e-06
214,0,27,-9.106977949348879e-06
214,0,28,-6.43257090395422e-06
214,0,29,-1.4602556110956608e-06
214,0,30,3.936900670398408e-06
214,0,31,8.170807390225042e-06
214,0,32,1.0465699753212923e-05
214,0,33,1.086559293800917e-05
214,0,34,9.872648080775856e-06
214,0,35,7.909476816702287e-06
214,0,36,4.91880717217076e-06
215,0,0,-1.0091001209121679e-06
215,0,1,-3.263448573732913e-06
215,0,2,-7.602146183265687e-06
215,0,3,-1.188004261588741e-05
215,0,4,-1.421108339203273e-05
215,0,5,-1.3973140657013512e-05
215,0,6,-1.1869865006225032e-05
215,0,7,-9.12336267854441e-06
215,0,8,-6.678765302626643e-06
215,0,9,-4.917343613274858e-06
215,0,10,-4.093126032841406e-06
215,0,11,-4.599728777395244e-06
215,0,12,-6.635100825141754e-06
215,0,13,-9.471178923536893e-06
215,0,14,-1.1431707559765613e-05
215,0,15,-1.0951429594050041e-05
215,0,16,-7.947204112685531e-06
215,0,17,-4.074260202062467e-06
215,0,18,-1.5011148430806e-06
215,0,19,-1.2158501885282832e-06
215,0,20,-2.453884226455956e-06
215,0,21,-3.57457180013242e-06
215,0,22,-3.5056073624544935e-06
215,0,23,-2.259760401124289e-06
215,0,24,-3.473405110442644e-07
215,0,25,2.0482568593785253e-06
215,0,26,5.015596327371467e-06
215,0,27,8.178973925172892e-06
215,0,28,1.0290496874039944e-05
215,0,29,9.82614889016224e-06
215,0,30,6.0613191629351165e-06
215,0,31,-1.207743953080059e-07
215,0,32,-6.5037406844178675e-06
215,0,33,-1.0612212075894131e-05
215,0,34,-1.10763432362317e-05
215,0,35,-8.404690140835047e-06
215,0,36,-4.799570596002162e-06
216,0,0,2.827819840905249e-07
216,0,1,3.263881493217408e-06
216,0,2,1.7189277315655195e-06
216,0,3,-2.5952731835067927e-06
216,0,4,-6.411541203348579e-06
216,0,5,-8.15503384147821e-06
216,0,6,-8.79480298326057e-06
216,0,7,-9.71514396876311e-06
216,0,8,-1.0547619033615945e-05
216,0,9,-9.59201948458544e-06
216,0,10,-6.554505769044245e-06
216,0,11,-3.939014699914711e-06
216,0,12,-5.055541335268561e-06
216,0,13,-1.0167994484247555e-05
216,0,14,-1.532696792411756e-05
216,0,15,-1.570812479018233e-05
216,0,16,-1.0747008651450403e-05
216,0,17,-5.479626351896692e-06
216,0,18,-6.191107332993034e-06
216,0,19,-1.404591333096345e-05
216,0,20,-2.325776475213862e-05
216,0,21,-2.5877444226331172e-05
216,0,22,-1.9002639156805558e-05
216,0,23,-7.252446192818822e-06
216,0,24,1.4781913016292364e-06
216,0,25,2.9706218344205512e-06
216,0,26,-4.533735658952286e-07
216,0,27,-3.05369399032472e-06
216,0,28,-1.3359295934495732e-06
216,0,29,3.5430981898117533e-06
216,0,30,7.82090585574926e-06
216,0,31,8.959485555162436e-06
216,0,32,7.008797651753538e-06
216,0,33,3.409935430562092e-06
216,0,34,-6.095779190103026e-07
216,0,35,-4.0191433671222e-06
216,0,36,-5.443346243904474e-06
217,0,0,-1.990400808254641e-06
217,0,1,-7.591521829799141e-06
217,0,2,-7.0709881727917204e-06
217,0,3,-6.983755715211239e-07
217,0,4,6.282399502134314e-06
217,0,5,8.012191511872283e-06
217,0,6,2.9788356630935985e-06
217,0,7,-5.068996400087086e-06
217,0,8,-1.0643545987826524e-05
217,0,9,-1.1168151270775513e-05
217,0,10,-8.378729523680797e-06
217,0,11,-6.023778131469571e-06
217,0,12,-6.211856909226355e-06
217,0,13,-8.198985719293141e-06
217,0,14,-9.801256383601669e-06
217,0,15,-9.765898867048677e-06
217,0,16,-8.458632636198886e-06
217,0,17,-7.203943931044174e-06
217,0,18,-6.9783914244307774e-06
217,0,19,-7.977708565437547e-06
217,0,20,-9.57606694727863e-06
217,0,21,-1.0628914036846368e-05
217,0,22,-9.775613725799897e-06
217,0,23,-6.4481269015651465e-06
217,0,24,-1.7390233810985216e-06
217,0,25,1.672816531397462e-06
217,0,26,1.5657642740311362e-06
217,0,27,-1.7679824204302563e-06
217,0,28,-5.20261390669441e-06
217,0,29,-5.397247230965602e-06
217,0,30,-1.8073076986283276e-06
217,0,31,2.605893171398705e-06
217,0,32,4.299748680247905e-06
217,0,33,2.467916456620826e-06
217,0,34,-2.5195591126980215e-07
217,0,35,-8.35343611184971e-07
217,0,36,9.123560766493408e-07
218,0,0,7.856087294125366e-06
218,0,1,7.647039570009924e-06
218,0,2,5.364166361584012e-06
218,0,3,2.4083618331666e-06
218,0,4,1.2197853902625534e-06
218,0,5,3.088911444691552e-06
218,0,6,6.869594028604685e-06
218,0,7,9.512832326307255e-06
218,0,8,8.651635418344442e-06
218,0,9,4.6920996072689e-06
218,0,10,7.770361778338707e-07
218,0,11,1.8698099489801878e-07
218,0,12,3.5540594201208557e-06
218,0,13,8.200159331273797e-06
218,0,14,1.0375642314097168e-05
218,0,15,8.21566585237221e-06
218,0,16,3.0331048489591823e-06
218,0,17,-2.1904348940443786e-06
218,0,18,-5.218471856550824e-06
218,0,19,-5.757862613187917e-06
218,0,20,-4.694819724063496e-06
218,0,21,-2.766752227517343e-06
218,0,22,-1.8277969774741225e-07
218,0,23,2.6231479232389165e-06
218,0,24,4.629074897677821e-06
218,0,25,5.050214606619843e-06
218,0,26,4.527269333425265e-06
218,0,27,4.921224972921981e-06
218,0,28,7.370155181663559e-06
218,0,29,1.0632859788719336e-05
218,0,30,1.1708931735337623e-05
218,0,31,8.746920633083887e-06
218,0,32,3.304578471345133e-06
218,0,33,-4.949046871011144e-07
218,0,34,4.026042975931602e-07
218,0,35,5.152518937774284e-06
218,0,36,9.67082902065782e-06
219,0,0,-2.671411169802377e-06
219,0,1,-7.452879182990701e-06
219,0,2,-7.772356300249415e-06
219,0,3,-4.708762278049435e-06
219,0,4,-1.9520188579753053e-06
219,0,5,-2.079149302576099e-06
219,0,6,-4.171498283854659e-06
219,0,7,-5.087504253746073e-06
219,0,8,-2.8320446712316145e-06
219,0,9,1.3725917801717e-06
219,0,10,4.262181091536671e-06
219,0,11,3.5391615328859386e-06
219,0,12,-6.345027922140558e-08
219,0,13,-3.630147384207097e-06
219,0,14,-4.726450131273084e-06
219,0,15,-3.1969881569052206e-06
219,0,16,-6.471647890095007e-07
219,0,17,1.414166238800771e-06
219,0,18,2.890543553220291e-06
219,0,19,4.50677587090378e-06
219,0,20,6.429781301763374e-06
219,0,21,7.679582746115813e-06
219,0,22,7.098705206140207e-06
219,0,23,4.74702908629781e-06
219,0,24,2.1333564609020975e-06
219,0,25,7.729251707711281e-07
219,0,26,5.907508327062365e-07
219,0,27,-1.7077868760501403e-07
219,0,28,-3.100102595264689e-06
219,0,29,-7.753558135877297e-06
219,0,30,-1.1474063092456206e-05
219,0,31,-1.1447144231669889e-05
219,0,32,-7.083195774658705e-06
219,0,33,-8.021953482449757e-07
219,0,34,3.689103742037582e-06
219,0,35,4.100624634870322e-06
219,0,36,1.2530547069491586e-06
220,0,0,1.508428271985475e-05
220,0,1,1.3772647276392535e-05
220,0,2,1.1682267533071598e-05
220,0,3,8.972559723594183e-06
220,0,4,5.853974012926764e-06
220,0,5,3.386215808386404e-06
220,0,6,2.8981129139380585e-06
220,0,7,4.874824735333393e-06
220,0,8,7.719742394765724e-06
220,0,9,8.624354942459312e-06
220,0,10,5.6056877764090924e-06
220,0,11,-3.7157452069357246e-07
220,0,12,-5.804297411575687e-06
220,0,13,-6.908128228299366e-06
220,0,14,-2.685565090360158e-06
220,0,15,4.287800830071617e-06
220,0,16,9.407779138325214e-06
220,0,17,9.346688014498917e-06
220,0,18,4.209087336641174e-06
220,0,19,-2.428681400298515e-06
220,0,20,-6.111026687106514e-06
220,0,21,-4.339519428957542e-06
220,0,22,1.665961851626997e-06
220,0,23,8.055128393584911e-06
220,0,24,1.0986865690946438e-05
220,0,25,9.542378535427204e-06
220,0,26,6.147293698374832e-06
220,0,27,4.532457818877254e-06
220,0,28,6.424966072942555e-06
220,0,29,1.0369087403784875e-05
220,0,30,1.3171768128637492e-05
220,0,31,1.3113513900727238e-05
220,0,32,1.1328824062376453e-05
220,0,33,1.0553914192237542e-05
220,0,34,1.212849256145384e-05
220,0,35,1.4704898277091206e-05
220,0,36,1.554867799745765e-05
221,0,0,6.374072203864487e-06
221,0,1,7.883439256295121e-07
221,0,2,-4.347519344473545e-06
221,0,3,-5.4862412888601975e-06
221,0,4,-1.5490985109685695e-06
221,0,5,4.761472226175065e-06
221,0,6,9.361600817447166e-06
221,0,7,1.0194472421995882e-05
221,0,8,8.817743350364167e-06
221,0,9,8.118851231319474e-06
221,0,10,9.198326143364623e-06
221,0,11,1.0165928112254336e-05
221,0,12,8.42879466117426e-06
221,0,13,3.606963636317679e-06
221,0,14,-1.416235248328665e-06
221,0,15,-2.9600056664064433e-06
221,0,16,2.9195892219236604e-07
221,0,17,5.872405105231777e-06
221,0,18,9.641692447957654e-06
221,0,19,8.99924066056297e-06
221,0,20,4.964166584007129e-06
221,0,21,1.0774672024610685e-06
221,0,22,6.744904213072467e-07
221,0,23,4.363184481450311e-06
221,0,24,1.0127783176297814e-05
221,0,25,1.5009356362418922e-05
221,0,26,1.7334569096428437e-05
221,0,27,1.708992811472979e-05
221,0,28,1.517055666095475e-05
221,0,29,1.2108849658390127e-05
221,0,30,8.106258731288964e-06
221,0,31,3.692074151777835e-06
221,0,32,4.0254172435674583e-07
221,0,33,-5.33811779629079e-08
221,0,34,2.7926049785983553e-06
221,0,35,7.014148391062741e-06
221,0,36,9.3695658083661e-06
222,0,0,2.984379033383507e-06
222,0,1,1.7217744500244882e-06
222,0,2,-1.1760790760207595e-06
222,0,3,-4.244432120268152e-06
222,0,4,-5.3991524404952654e-06
222,0,5,-3.981192335438986e-06
222,0,6,-1.5033853056879384e-06
222,0,7,-2.795741052801005e-07
222,0,8,-1.310094941313396e-06
222,0,9,-3.5963123618075596e-06
222,0,10,-5.343540840429861e-06
222,0,11,-5.847925509271963e-06
222,0,12,-6.044829296150494e-06
222,0,13,-7.217573255050155e-06
222,0,14,-9.121454194833771e-06
222,0,15,-9.698542416027446e-06
222,0,16,-6.879649402177323e-06
222,0,17,-9.953883966849783e-07
222,0,18,4.730489015404902e-06
222,0,19,6.358325576161228e-06
222,0,20,2.629160774700876e-06
222,0,21,-3.575700664973082e-06
222,0,22,-7.128258691217878e-06
222,0,23,-4.95630454788997e-06
222,0,24,1.2003683147366557e-06
222,0,25,6.003229007871507e-06
222,0,26,5.0544699504939076e-06
