level_0,level_1,level_2,no_aud_data_Oz
20,0,36,8.224570897028905e-06
21,0,0,5.927289837120693e-06
21,0,1,1.2460095789853045e-06
21,0,2,-3.977323708717877e-06
21,0,3,-5.309382401709554e-06
21,0,4,-2.4623758148150634e-06
21,0,5,1.2471333506555607e-06
21,0,6,3.155211062853575e-06
21,0,7,3.838855321096894e-06
21,0,8,5.626305657807634e-06
21,0,9,8.834654131303042e-06
21,0,10,1.0734371768077785e-05
21,0,11,8.41357190242703e-06
21,0,12,2.5884699811372152e-06
21,0,13,-2.4341962124543626e-06
21,0,14,-2.7597507552998247e-06
21,0,15,8.830929932342727e-07
21,0,16,3.6968933823754017e-06
21,0,17,1.2991031519818587e-06
21,0,18,-5.845037681651862e-06
21,0,19,-1.2935689493986805e-05
21,0,20,-1.5134400971839588e-05
21,0,21,-1.1850804179779127e-05
21,0,22,-6.497733653722086e-06
21,0,23,-3.174079804015603e-06
21,0,24,-3.1426931413897216e-06
21,0,25,-4.856119339422237e-06
21,0,26,-6.04143869985176e-06
21,0,27,-5.8107224460426325e-06
21,0,28,-4.395539937846957e-06
21,0,29,-2.2722326659534332e-06
21,0,30,5.316157591641899e-07
21,0,31,3.5092377015601866e-06
21,0,32,5.464237701313386e-06
21,0,33,4.9077036968881804e-06
21,0,34,1.6440484859559456e-06
21,0,35,-3.1003121428471e-06
21,0,36,-7.381837459382971e-06
22,0,0,-1.5935002248697013e-06
22,0,1,2.575282307764996e-06
22,0,2,5.7977606911577e-06
22,0,3,6.432719333491761e-06
22,0,4,4.815839637469904e-06
22,0,5,2.7084174183753115e-06
22,0,6,1.670770713984809e-06
22,0,7,1.6507487335237482e-06
22,0,8,1.2888668799103422e-06
22,0,9,-5.421372487784325e-07
22,0,10,-3.3152013696201342e-06
22,0,11,-5.323970696943374e-06
22,0,12,-5.252069318930719e-06
22,0,13,-3.490870637683132e-06
22,0,14,-1.5739979296889775e-06
22,0,15,-5.679277904209164e-07
22,0,16,4.687623585870846e-08
22,0,17,1.3950288328998359e-06
22,0,18,3.4548109912099084e-06
22,0,19,4.363057515988051e-06
22,0,20,2.1219153811811894e-06
22,0,21,-3.1200034310296682e-06
22,0,22,-8.31492155724088e-06
22,0,23,-9.723405818757127e-06
22,0,24,-5.861679979750773e-06
22,0,25,1.074130539198954e-06
22,0,26,7.017944985802395e-06
22,0,27,8.856132758500168e-06
22,0,28,6.280717300708848e-06
22,0,29,1.123977670809154e-06
22,0,30,-4.040423360673499e-06
22,0,31,-7.08106973981216e-06
22,0,32,-6.489379399064992e-06
22,0,33,-2.0279163738681576e-06
22,0,34,4.709947167764561e-06
22,0,35,1.0159841046023606e-05
22,0,36,1.0776241266792508e-05
23,0,0,-4.192255863641475e-06
23,0,1,-8.63496401641464e-06
23,0,2,-1.1764171533963402e-05
23,0,3,-1.2290541964255896e-05
23,0,4,-1.208008634232113e-05
23,0,5,-1.3726551173836752e-05
23,0,6,-1.7370014652069873e-05
23,0,7,-2.0097467067241174e-05
23,0,8,-1.8710214050359484e-05
23,0,9,-1.318575688495497e-05
23,0,10,-7.2953721605948665e-06
23,0,11,-5.656881414945332e-06
23,0,12,-9.719953376817751e-06
23,0,13,-1.639087010384902e-05
23,0,14,-2.022542205975088e-05
23,0,15,-1.7716427364817666e-05
23,0,16,-9.879223363769773e-06
23,0,17,-1.4104786015280125e-06
23,0,18,3.0133675403440184e-06
23,0,19,2.1119891558581274e-06
23,0,20,-1.2076458186002754e-06
23,0,21,-2.4646528257843523e-06
23,0,22,7.835367003621878e-07
23,0,23,6.781559305735815e-06
23,0,24,1.1057326793127904e-05
23,0,25,9.813987126828909e-06
23,0,26,3.1409414545680047e-06
23,0,27,-4.948491260689552e-06
23,0,28,-9.225690292763563e-06
23,0,29,-7.181002836344804e-06
23,0,30,-6.229213433525212e-07
23,0,31,5.529568161906758e-06
23,0,32,6.778739872118306e-06
23,0,33,1.8920458669520294e-06
23,0,34,-6.151443177064033e-06
23,0,35,-1.2400647577280512e-05
23,0,36,-1.3149142810503283e-05
24,0,0,3.3349253996124543e-06
24,0,1,4.4459303106506205e-06
24,0,2,4.294966193236837e-06
24,0,3,7.592485985146858e-07
24,0,4,-5.316247631618717e-06
24,0,5,-9.652855949891445e-06
24,0,6,-8.204306627175681e-06
24,0,7,-1.3634713671664163e-06
24,0,8,5.256814334759515e-06
24,0,9,5.505297022135696e-06
24,0,10,-1.6782618581570586e-06
24,0,11,-1.0729845394778553e-05
24,0,12,-1.4332309578840574e-05
24,0,13,-9.754333732248598e-06
24,0,14,-1.2200386845407716e-06
24,0,15,4.29846592890141e-06
24,0,16,3.0986677764017914e-06
24,0,17,-2.5119118082831505e-06
24,0,18,-7.357928662306496e-06
24,0,19,-8.203076262724789e-06
24,0,20,-5.963975579755947e-06
24,0,21,-3.299257563462593e-06
24,0,22,-1.5313089762357466e-06
24,0,23,2.6372854728918215e-07
24,0,24,2.8496033762056877e-06
24,0,25,5.0034221949100065e-06
24,0,26,4.006203440110436e-06
24,0,27,-1.1594786146787531e-06
24,0,28,-8.119492970790607e-06
24,0,29,-1.2231075561789056e-05
24,0,30,-1.0415673905891161e-05
24,0,31,-3.5165620444016455e-06
24,0,32,4.0482293719161944e-06
24,0,33,7.742310232833924e-06
24,0,34,5.8535432762295855e-06
24,0,35,5.198249787252392e-07
24,0,36,-4.428239910841768e-06
25,0,0,5.303707518483809e-06
25,0,1,3.971436731324519e-06
25,0,2,1.1572216125932015e-06
25,0,3,-1.4057535945829537e-06
25,0,4,-2.1880056336597443e-06
25,0,5,-2.414398331491158e-07
25,0,6,4.474756563753918e-06
25,0,7,1.0531272866996344e-05
25,0,8,1.5351984121959416e-05
25,0,9,1.6339088567928796e-05
25,0,10,1.2627059374500948e-05
25,0,11,5.824646446336379e-06
25,0,12,-5.846518520947355e-07
25,0,13,-3.4272289268771764e-06
25,0,14,-1.654258109832303e-06
25,0,15,2.887447997007209e-06
25,0,16,7.058282167820738e-06
25,0,17,8.488511356586758e-06
25,0,18,7.353961810156132e-06
25,0,19,5.8158978347707204e-06
25,0,20,6.249856326028425e-06
25,0,21,9.081571760173092e-06
25,0,22,1.2686463203731373e-05
25,0,23,1.4622175003359836e-05
25,0,24,1.3798673377166289e-05
25,0,25,1.0942825774043062e-05
25,0,26,7.95095996206194e-06
25,0,27,6.146163014544739e-06
25,0,28,5.916820825351525e-06
25,0,29,6.790949656772607e-06
25,0,30,8.250639198357449e-06
25,0,31,9.448527411954884e-06
25,0,32,9.454017122056588e-06
25,0,33,7.358918920152542e-06
25,0,34,3.676656397363638e-06
25,0,35,4.524352856721631e-07
25,0,36,3.782259738698979e-07
26,0,0,-7.65249853919025e-07
26,0,1,-4.666374367346977e-06
26,0,2,-9.86459577836425e-06
26,0,3,-1.127982776307244e-05
26,0,4,-8.35242184334318e-06
26,0,5,-4.726276963479286e-06
26,0,6,-4.10713770842571e-06
26,0,7,-6.31358643972071e-06
26,0,8,-8.017462943242309e-06
26,0,9,-6.382195810661774e-06
26,0,10,-2.0500656624683646e-06
26,0,11,2.201829407635862e-06
26,0,12,4.652288840791788e-06
26,0,13,6.2676031145096275e-06
26,0,14,8.5326465885363e-06
26,0,15,1.0788982196360559e-05
26,0,16,1.012471126694733e-05
26,0,17,4.908265037026479e-06
26,0,18,-2.40784433067358e-06
26,0,19,-6.45957125546703e-06
26,0,20,-3.9306950060568e-06
26,0,21,3.0724834235475716e-06
26,0,22,8.424370878878918e-06
26,0,23,7.693171324758548e-06
26,0,24,2.1764845184038875e-06
26,0,25,-2.448309205749954e-06
26,0,26,-1.7220782212594069e-06
26,0,27,3.5693287449975117e-06
26,0,28,8.706301143905908e-06
26,0,29,1.0177368100581586e-05
26,0,30,9.023846494389271e-06
26,0,31,9.276058110098287e-06
26,0,32,1.311252291528542e-05
26,0,33,1.8307773552764554e-05
26,0,34,2.0513263312831715e-05
26,0,35,1.804757366307189e-05
26,0,36,1.3857365617731443e-05
27,0,0,3.94816276155934e-06
27,0,1,5.795931879184124e-06
27,0,2,4.19802096874298e-06
27,0,3,2.9582707142874885e-07
27,0,4,-2.4720533842829555e-06
27,0,5,-1.1892153629415627e-06
27,0,6,3.863308723608906e-06
27,0,7,9.123917834118645e-06
27,0,8,1.0322377937993076e-05
27,0,9,5.966984915870016e-06
27,0,10,-1.353370882655898e-06
27,0,11,-6.746805693673798e-06
27,0,12,-6.651061366002057e-06
27,0,13,-1.272082336837954e-06
27,0,14,5.61432834000257e-06
27,0,15,9.57523312252362e-06
27,0,16,8.473755714325318e-06
27,0,17,3.778776282989811e-06
27,0,18,-9.247983281528792e-07
27,0,19,-2.4725643384140253e-06
27,0,20,-1.8416665445091569e-07
27,0,21,4.346972920048577e-06
27,0,22,8.674796246967034e-06
27,0,23,1.134685897878347e-05
27,0,24,1.2101409264022992e-05
27,0,25,1.1278427868806611e-05
27,0,26,8.937281514980367e-06
27,0,27,5.128705455743974e-06
27,0,28,4.86016922844011e-07
27,0,29,-3.1762363978845827e-06
27,0,30,-3.965999771916303e-06
27,0,31,-1.2023453743488302e-06
27,0,32,3.5628007557287917e-06
27,0,33,7.656564526264584e-06
27,0,34,8.957070664794304e-06
27,0,35,7.429206126944438e-06
27,0,36,4.592780237770158e-06
28,0,0,-1.7079612261870682e-06
28,0,1,-5.613027398761769e-06
28,0,2,-1.0710394576998717e-05
28,0,3,-1.566592132500814e-05
28,0,4,-1.7641851708544067e-05
28,0,5,-1.4512574341801168e-05
28,0,6,-7.0978662882147906e-06
28,0,7,7.556599142669546e-07
28,0,8,4.828489253768536e-06
28,0,9,3.6611178620512457e-06
28,0,10,-3.497895756763249e-07
28,0,11,-3.108909050694242e-06
28,0,12,-2.33492668326602e-06
28,0,13,6.397412202945998e-07
28,0,14,2.4902059893061363e-06
28,0,15,1.29394849973328e-06
28,0,16,-1.438988441419848e-06
28,0,17,-2.1826709014575313e-06
28,0,18,1.1637547859817988e-06
28,0,19,6.9470007600281485e-06
28,0,20,1.084332123142028e-05
28,0,21,9.566574732833722e-06
28,0,22,3.952647661899553e-06
28,0,23,-1.5244804899130831e-06
28,0,24,-2.374112081176874e-06
28,0,25,2.1736534432540225e-06
28,0,26,8.57307326483463e-06
28,0,27,1.1797176005788905e-05
28,0,28,9.23979473680883e-06
28,0,29,2.4262095755612036e-06
28,0,30,-4.474957743984948e-06
28,0,31,-7.96373290584397e-06
28,0,32,-7.517177548981122e-06
28,0,33,-5.099102494153789e-06
28,0,34,-2.6924214072211104e-06
28,0,35,-2.492478907549206e-07
28,0,36,3.979032467389031e-06
29,0,0,-3.6406473187965865e-06
29,0,1,-4.6639009055191776e-06
29,0,2,-5.886567393140939e-06
29,0,3,-7.474765263820293e-06
29,0,4,-9.735163038841082e-06
29,0,5,-1.278457512804605e-05
29,0,6,-1.6169598043163833e-05
29,0,7,-1.847074627460161e-05
29,0,8,-1.8053526851680526e-05
29,0,9,-1.4312543712091349e-05
29,0,10,-8.859549548246703e-06
29,0,11,-4.7393165711118504e-06
29,0,12,-4.249352122880177e-06
29,0,13,-6.78385923597193e-06
29,0,14,-9.35108269296337e-06
29,0,15,-9.240646751458147e-06
29,0,16,-6.841034439351921e-06
29,0,17,-5.071149355977204e-06
29,0,18,-6.2182961318108594e-06
29,0,19,-8.885475968399656e-06
29,0,20,-9.041731526067203e-06
29,0,21,-4.148418582160674e-06
29,0,22,3.299115682287002e-06
29,0,23,7.2974596328654814e-06
29,0,24,3.553638505966603e-06
29,0,25,-5.9988168671085205e-06
29,0,26,-1.4424878678562171e-05
29,0,27,-1.544190331787844e-05
29,0,28,-8.845779798256675e-06
29,0,29,-3.2295788995847214e-07
29,0,30,3.600714680027621e-06
29,0,31,1.1955983787526598e-06
29,0,32,-3.678679113610522e-06
29,0,33,-5.440646863589388e-06
29,0,34,-2.0529322079121273e-06
29,0,35,3.504203102614031e-06
29,0,36,5.901115306809399e-06
