level_0,level_1,level_2,control_data_Fz
122,0,7,-1.6325382846366727e-06
122,0,8,-4.013009370964159e-06
122,0,9,-3.815586080704235e-06
122,0,10,-2.217975667317035e-06
122,0,11,-5.158783628322917e-07
122,0,12,9.086924500370668e-07
122,0,13,2.5262734574339117e-06
122,0,14,4.568532381063809e-06
122,0,15,6.419299557068191e-06
122,0,16,6.958537518593109e-06
122,0,17,5.7868878637349274e-06
122,0,18,3.727530257557969e-06
122,0,19,2.3011960708598016e-06
122,0,20,2.3041222791568897e-06
122,0,21,3.1720407168638433e-06
122,0,22,3.521142987383797e-06
122,0,23,2.6263582576850723e-06
122,0,24,1.0827515486560525e-06
122,0,25,2.870900559207106e-07
122,0,26,9.14690021987809e-07
122,0,27,2.27371314145104e-06
122,0,28,2.842329419371458e-06
122,0,29,1.8055189044222255e-06
122,0,30,-2.2972638249833562e-07
122,0,31,-1.6339763776805453e-06
122,0,32,-1.2325154058940208e-06
122,0,33,8.422666849580284e-07
122,0,34,3.188351231290604e-06
122,0,35,4.3361219204989725e-06
122,0,36,3.6817499315673467e-06
123,0,0,-7.916447184200541e-06
123,0,1,-7.695916543607286e-06
123,0,2,-6.74812264202159e-06
123,0,3,-6.000087249326887e-06
123,0,4,-6.169846984527586e-06
123,0,5,-7.058498263765099e-06
123,0,6,-7.863852196206928e-06
123,0,7,-8.030067812400947e-06
123,0,8,-7.854566618961342e-06
123,0,9,-8.108754384787817e-06
123,0,10,-9.248533162033677e-06
123,0,11,-1.0826681116108685e-05
123,0,12,-1.1905683818497638e-05
123,0,13,-1.1827763404458958e-05
123,0,14,-1.0837969036919532e-05
123,0,15,-9.73858419416225e-06
123,0,16,-9.22341364559216e-06
123,0,17,-9.217798061421855e-06
123,0,18,-9.130862008169098e-06
123,0,19,-8.385138914838639e-06
123,0,20,-7.0595503672517875e-06
123,0,21,-5.704720836971451e-06
123,0,22,-4.93213672671857e-06
123,0,23,-4.7865637301793495e-06
123,0,24,-4.899594642006339e-06
123,0,25,-4.802215770432214e-06
123,0,26,-4.493150548674546e-06
123,0,27,-4.25486729883391e-06
123,0,28,-4.423992934319084e-06
123,0,29,-4.897212129650072e-06
123,0,30,-5.357939960762894e-06
123,0,31,-5.458837485491669e-06
123,0,32,-5.234417481697796e-06
123,0,33,-4.821597466613686e-06
123,0,34,-4.398953817210402e-06
123,0,35,-3.904966855751787e-06
123,0,36,-3.3930181012612663e-06
124,0,0,-3.977623841973935e-06
124,0,1,-4.727606644753092e-06
124,0,2,-3.489277202941882e-06
124,0,3,-1.9012765107168106e-06
124,0,4,-1.4028156538040378e-06
124,0,5,-1.945268770097103e-06
124,0,6,-2.2110640531773905e-06
124,0,7,-1.2013550255533123e-06
124,0,8,7.150437447446862e-07
124,0,9,2.1387546758354402e-06
124,0,10,2.1027648785563536e-06
124,0,11,8.810804633282006e-07
124,0,12,-3.76796498288453e-07
124,0,13,-8.880952141685628e-07
124,0,14,-7.890541500527097e-07
124,0,15,-7.478743666553541e-07
124,0,16,-9.96227587458809e-07
124,0,17,-1.141204864959491e-06
124,0,18,-6.610841508801992e-07
124,0,19,3.416267923941753e-07
124,0,20,1.2482881360956094e-06
124,0,21,1.5325155119250974e-06
124,0,22,1.3594051981931393e-06
124,0,23,1.2625198184515506e-06
124,0,24,1.5627547560181243e-06
124,0,25,1.971451667759778e-06
124,0,26,2.074133075423193e-06
124,0,27,1.8686087338349217e-06
124,0,28,1.941105467088229e-06
124,0,29,2.795582664296331e-06
124,0,30,4.298269478042899e-06
124,0,31,5.6278234225885695e-06
124,0,32,6.0181716422464185e-06
124,0,33,5.34167674006133e-06
124,0,34,4.254296863748458e-06
124,0,35,3.6002471997439436e-06
124,0,36,3.959612936227402e-06
125,0,0,-4.987868016288511e-06
125,0,1,-3.611496557978861e-06
125,0,2,-3.837615861698848e-06
125,0,3,-5.101603240823048e-06
125,0,4,-5.7910293388706334e-06
125,0,5,-4.8265673095361104e-06
125,0,6,-2.8632510720049184e-06
125,0,7,-1.5256933011159696e-06
125,0,8,-1.8178936714178867e-06
125,0,9,-2.993581482812113e-06
125,0,10,-3.4583969469734936e-06
125,0,11,-2.3318094810787133e-06
125,0,12,-4.991409770608931e-07
125,0,13,4.139789387251138e-07
125,0,14,-4.4416411335731457e-07
125,0,15,-2.1323871214345036e-06
125,0,16,-2.95652248354569e-06
125,0,17,-1.8714281674524306e-06
125,0,18,4.568612052800871e-07
125,0,19,2.5019022732441647e-06
125,0,20,2.9893546970721096e-06
125,0,21,1.8857481617452299e-06
125,0,22,-2.049900589177533e-07
125,0,23,-2.5533596652478483e-06
125,0,24,-4.920478459659642e-06
125,0,25,-6.9656177530529745e-06
125,0,26,-8.257847489673233e-06
125,0,27,-8.210478822111766e-06
125,0,28,-6.9665847278343085e-06
125,0,29,-5.285507801634375e-06
125,0,30,-4.378954392218282e-06
125,0,31,-4.7861952029207e-06
125,0,32,-6.396697521998695e-06
125,0,33,-8.395538441211556e-06
125,0,34,-1.0180602263789283e-05
125,0,35,-1.1234609141018003e-05
125,0,36,-1.1482626167099938e-05
126,0,0,-3.002941001978056e-07
126,0,1,-7.432319873051826e-07
126,0,2,-1.386964547895356e-07
126,0,3,8.118172566362898e-07
126,0,4,1.292746511517506e-06
126,0,5,1.1392461771405661e-06
126,0,6,8.550433576683919e-07
126,0,7,8.747099075947034e-07
126,0,8,1.1468081709511396e-06
126,0,9,1.3476004115355725e-06
126,0,10,1.496156368842117e-06
126,0,11,1.988713149860883e-06
126,0,12,3.1642943684744734e-06
126,0,13,4.777735083078742e-06
126,0,14,6.240830500473535e-06
126,0,15,7.181482321958724e-06
126,0,16,7.861632301505762e-06
126,0,17,8.710599779728422e-06
126,0,18,9.746199211514727e-06
126,0,19,1.0396076113765329e-05
126,0,20,1.0219205585082329e-05
126,0,21,9.445865866619955e-06
126,0,22,8.969276811469744e-06
126,0,23,9.416919196416349e-06
126,0,24,1.0548252041937811e-05
126,0,25,1.1328249261716367e-05
126,0,26,1.0934221954036084e-05
126,0,27,9.412835928942424e-06
126,0,28,7.707588634985887e-06
126,0,29,6.741970819767128e-06
126,0,30,6.79544110547477e-06
126,0,31,7.2885815092523605e-06
126,0,32,7.411858060946434e-06
126,0,33,6.622207100461528e-06
126,0,34,5.072170900441458e-06
126,0,35,3.350932142804296e-06
126,0,36,2.2362486894405247e-06
127,0,0,-1.5904063057471071e-06
127,0,1,-1.4627739110129254e-06
127,0,2,-1.3384669927558597e-06
127,0,3,-1.1294747478180525e-06
127,0,4,-2.306627982572347e-07
127,0,5,2.1084146597279553e-06
127,0,6,5.951115688279131e-06
127,0,7,1.0034538140103787e-05
127,0,8,1.2415475979119179e-05
127,0,9,1.1939035353506508e-05
127,0,10,9.406795428841118e-06
127,0,11,6.992773810061048e-06
127,0,12,6.513283830566834e-06
127,0,13,7.912141272420304e-06
127,0,14,9.645747339196461e-06
127,0,15,1.0245714809448863e-05
127,0,16,9.76982715662311e-06
127,0,17,9.447353799974228e-06
127,0,18,1.030933287339222e-05
127,0,19,1.1964141045628352e-05
127,0,20,1.308961092441694e-05
127,0,21,1.2700083796588087e-05
127,0,22,1.12051036772613e-05
127,0,23,9.873281089097723e-06
127,0,24,9.721597015667288e-06
127,0,25,1.0607569287271338e-05
127,0,26,1.1729926511346196e-05
127,0,27,1.2396091372554618e-05
127,0,28,1.2675245132114663e-05
127,0,29,1.2916795286972748e-05
127,0,30,1.3329953270293073e-05
127,0,31,1.3662864715890803e-05
127,0,32,1.3766493271350757e-05
127,0,33,1.3720555784673327e-05
127,0,34,1.383373767262306e-05
127,0,35,1.4028774084952084e-05
127,0,36,1.3932195932525333e-05
128,0,0,2.9074325062859984e-06
128,0,1,2.5894846134416323e-06
128,0,2,1.293436999905381e-06
128,0,3,-9.630445562411494e-09
128,0,4,-8.009090498690909e-07
128,0,5,-1.3845720993093245e-06
128,0,6,-2.26250398288254e-06
128,0,7,-3.296594926734006e-06
128,0,8,-3.6533591445337473e-06
128,0,9,-2.6892554561170625e-06
128,0,10,-8.494846169177943e-07
128,0,11,4.1273233979355296e-07
128,0,12,-1.4427833081195434e-07
128,0,13,-2.354112110487924e-06
128,0,14,-4.557664283013556e-06
128,0,15,-4.864698057375073e-06
128,0,16,-2.614296720669369e-06
128,0,17,1.0851812637880444e-06
128,0,18,4.2672928156346865e-06
128,0,19,5.523865993839553e-06
128,0,20,4.881341810665529e-06
128,0,21,3.4539840786147345e-06
128,0,22,2.4469662458533043e-06
128,0,23,2.246679320532706e-06
128,0,24,2.3711149322919905e-06
128,0,25,2.0671741675583517e-06
128,0,26,1.1170162163591098e-06
128,0,27,4.391230342613123e-08
128,0,28,-2.706142863041754e-07
128,0,29,6.272047906132895e-07
128,0,30,2.400005941419019e-06
128,0,31,4.120334476745083e-06
128,0,32,4.9728555327194625e-06
128,0,33,4.687058096162908e-06
128,0,34,3.5797180850296174e-06
128,0,35,2.141635045598876e-06
128,0,36,7.840833066860984e-07
129,0,0,-7.621123336197782e-06
129,0,1,-5.879765827861849e-06
129,0,2,-4.434099967191553e-06
129,0,3,-3.919724317002658e-06
129,0,4,-4.507051629701466e-06
129,0,5,-5.87219519385148e-06
129,0,6,-7.388812192455859e-06
129,0,7,-8.254575491485378e-06
129,0,8,-7.906058571764208e-06
129,0,9,-6.352975564447797e-06
129,0,10,-4.384437553958036e-06
129,0,11,-3.1027012035653168e-06
129,0,12,-3.2611140826976155e-06
129,0,13,-4.659519687576512e-06
129,0,14,-6.387828129534841e-06
129,0,15,-7.527790988511084e-06
129,0,16,-7.983500955380512e-06
129,0,17,-8.440632644388937e-06
129,0,18,-9.693762839399467e-06
129,0,19,-1.1671412531745245e-05
129,0,20,-1.3320853957565185e-05
129,0,21,-1.3325746311537864e-05
129,0,22,-1.1348327267051892e-05
129,0,23,-8.425658723395818e-06
129,0,24,-6.35391634578133e-06
129,0,25,-6.216301791799094e-06
129,0,26,-7.540653426573102e-06
129,0,27,-8.618948178275646e-06
129,0,28,-8.049007130352885e-06
129,0,29,-5.890984627074332e-06
129,0,30,-3.6907870348567066e-06
129,0,31,-3.0518571747976486e-06
129,0,32,-4.2964926891670395e-06
129,0,33,-6.069547543523609e-06
129,0,34,-6.560177378089015e-06
129,0,35,-4.985486595325902e-06
129,0,36,-2.3427081381514013e-06
130,0,0,-1.5457199200000785e-06
130,0,1,-3.6389483826683585e-06
130,0,2,-5.8317932558094065e-06
130,0,3,-6.6711248194221365e-06
130,0,4,-6.217575084400549e-06
130,0,5,-5.722060171820187e-06
130,0,6,-6.269831012764289e-06
130,0,7,-7.580748319199282e-06
130,0,8,-8.280639427239288e-06
130,0,9,-7.161347564152963e-06
130,0,10,-4.370593952997124e-06
130,0,11,-1.274726237975405e-06
130,0,12,5.423487517744814e-07
130,0,13,3.871157844901108e-07
130,0,14,-1.3732528009307985e-06
130,0,15,-3.7351641924005246e-06
130,0,16,-5.776919437857074e-06
130,0,17,-6.9522125285448495e-06
130,0,18,-7.2370000621695065e-06
130,0,19,-6.989680800433169e-06
130,0,20,-6.832093742502386e-06
130,0,21,-7.1179923148712845e-06
130,0,22,-7.5995093761870155e-06
130,0,23,-7.396921974933473e-06
130,0,24,-5.8224400121569995e-06
130,0,25,-3.1370084356210513e-06
130,0,26,-7.60773730202815e-07
130,0,27,-2.498256472728311e-07
130,0,28,-2.148956659956189e-06
130,0,29,-5.441761540312491e-06
130,0,30,-8.435033794921393e-06
130,0,31,-9.89424530608386e-06
130,0,32,-9.741544053763805e-06
130,0,33,-8.490336166783587e-06
130,0,34,-6.641532771768535e-06
130,0,35,-4.452225105474331e-06
130,0,36,-2.4993753331271044e-06
131,0,0,-2.8554597945766114e-06
131,0,1,-1.7453723818072655e-06
131,0,2,-4.948582573958971e-07
131,0,3,7.884711639401861e-07
131,0,4,1.8477603864755162e-06
131,0,5,2.5311541698742342e-06
131,0,6,2.859709681482384e-06
131,0,7,2.8964223451612115e-06
131,0,8,2.6046673544213893e-06
131,0,9,1.878583526175782e-06
131,0,10,7.431642754236266e-07
131,0,11,-5.249484807798179e-07
131,0,12,-1.5239387039111638e-06
131,0,13,-1.9746614565091048e-06
131,0,14,-1.9038707534428049e-06
131,0,15,-1.5788848266933643e-06
131,0,16,-1.3132538893081359e-06
131,0,17,-1.29349984599021e-06
131,0,18,-1.5322197442436736e-06
131,0,19,-1.9249155516607206e-06
131,0,20,-2.370753680991063e-06
131,0,21,-2.820424057253901e-06
131,0,22,-3.255601817126971e-06
131,0,23,-3.5893339907558104e-06
131,0,24,-3.6462749082971342e-06
131,0,25,-3.291961596856252e-06
131,0,26,-2.617557077324868e-06
131,0,27,-1.9499035551664014e-06
131,0,28,-1.6408266918763767e-06
131,0,29,-1.7345319323963583e-06
131,0,30,-1.8742608796927832e-06
131,0,31,-1.6049409407927233e-06
131,0,32,-8.405808455537011e-07
131,0,33,-2.9139400660296754e-08
131,0,34,2.070533613663085e-07
131,0,35,-3.161068026921328e-07
131,0,36,-1.0834548609194136e-06
132,0,0,-4.294807213560598e-06
132,0,1,-5.524850067121535e-06
132,0,2,-5.500290799424659e-06
132,0,3,-4.352250899780554e-06
132,0,4,-3.1293875975023963e-06
132,0,5,-2.87648458391079e-06
132,0,6,-3.7935140991548306e-06
132,0,7,-5.0782401405757675e-06
132,0,8,-5.703263826437499e-06
132,0,9,-5.244233840059247e-06
132,0,10,-4.1874362692460225e-06
132,0,11,-3.3355151159858713e-06
132,0,12,-3.0759631503284068e-06
132,0,13,-3.050320674425578e-06
132,0,14,-2.711252495301924e-06
132,0,15,-1.9458712193965344e-06
132,0,16,-1.3054361455836129e-06
132,0,17,-1.4280624995057002e-06
132,0,18,-2.4947805658252802e-06
132,0,19,-4.007390876410765e-06
132,0,20,-5.2780459431919584e-06
132,0,21,-5.807642533138654e-06
132,0,22,-5.54445804558818e-06
132,0,23,-4.669921396736746e-06
132,0,24,-3.6261517920237294e-06
132,0,25,-3.0040515859749398e-06
132,0,26,-3.4558903795380567e-06
132,0,27,-5.056160883068641e-06
132,0,28,-7.014999678116285e-06
132,0,29,-7.867739012822343e-06
132,0,30,-6.643479818055104e-06
132,0,31,-3.6957834350248185e-06
132,0,32,-6.9838721305348e-07
132,0,33,7.578607550538349e-07
132,0,34,3.6802778688958567e-07
132,0,35,-5.78755506905809e-07
132,0,36,-5.072654933528954e-07
133,0,0,-4.838456861101146e-07
133,0,1,1.2072176284883002e-06
133,0,2,8.496030331297296e-07
133,0,3,-1.6499734802284048e-06
133,0,4,-4.2579395719822795e-06
133,0,5,-4.421076366665979e-06
133,0,6,-1.3147962104463848e-06
133,0,7,3.3050099356380833e-06
133,0,8,6.586333718506003e-06
133,0,9,6.917623353127364e-06
133,0,10,5.204803969968913e-06
133,0,11,3.835868176653879e-06
133,0,12,4.611007967056824e-06
133,0,13,7.247313004645525e-06
133,0,14,9.89471824333583e-06
133,0,15,1.0684960739183584e-05
133,0,16,9.215362070776327e-06
133,0,17,6.481618134962291e-06
133,0,18,3.979728048947312e-06
133,0,19,2.458968301914625e-06
133,0,20,1.7769725937923054e-06
133,0,21,1.2365741170106321e-06
133,0,22,4.6688515581031086e-07
133,0,23,-4.398937173457112e-07
133,0,24,-9.609660225982835e-07
133,0,25,-8.313711201673725e-07
133,0,26,-8.555226272773166e-08
133,0,27,8.824771743625259e-07
133,0,28,1.930373975144218e-06
133,0,29,3.1031221177195694e-06
133,0,30,4.695245731388154e-06
133,0,31,6.593540554630242e-06
133,0,32,8.369742260701837e-06
133,0,33,9.30186520454459e-06
133,0,34,9.213255681015634e-06
133,0,35,8.45452972363911e-06
133,0,36,7.887697692451217e-06
134,0,0,-2.582251038172763e-06
134,0,1,-3.4821704112363288e-06
134,0,2,-3.7297697973449862e-06
134,0,3,-2.2832521039243165e-06
134,0,4,6.664333440483858e-07
134,0,5,3.577492733360159e-06
134,0,6,4.733986568282157e-06
134,0,7,3.696436088432536e-06
134,0,8,1.592557442647795e-06
134,0,9,1.1472676704186899e-07
134,0,10,1.1455414494490022e-07
134,0,11,1.1948267634361777e-06
134,0,12,2.350060129632206e-06
134,0,13,3.01875975261224e-06
134,0,14,3.2904656599484848e-06
134,0,15,3.4349676355109376e-06
134,0,16,3.2301006767029036e-06
134,0,17,2.1414771573162954e-06
134,0,18,-7.956154040906427e-08
134,0,19,-2.733289916052146e-06
134,0,20,-4.514410533342108e-06
134,0,21,-4.271793359284003e-06
134,0,22,-1.9458568493800323e-06
134,0,23,1.43293711833143e-06
134,0,24,4.2272805051286584e-06
134,0,25,5.227442384827022e-06
134,0,26,4.1109666811772305e-06
134,0,27,1.6248086709500648e-06
134,0,28,-1.0623745924076002e-06
134,0,29,-2.87989100541757e-06
134,0,30,-3.5367277250277277e-06
134,0,31,-3.3994325855895137e-06
134,0,32,-3.264077216480146e-06
134,0,33,-3.5476794965917907e-06
134,0,34,-4.111106743363391e-06
134,0,35,-4.282679647228563e-06
134,0,36,-3.7061876907702556e-06
135,0,0,1.2008351583740322e-06
135,0,1,2.8388747946447656e-06
135,0,2,4.250661431472359e-06
135,0,3,5.454991778037387e-06
135,0,4,6.73552068324604e-06
135,0,5,8.136408117304116e-06
135,0,6,9.174127763170788e-06
135,0,7,9.24106948460183e-06
135,0,8,8.230075886641827e-06
135,0,9,6.890835459580054e-06
135,0,10,6.321683853070196e-06
135,0,11,7.132721036089151e-06
135,0,12,8.816742178581537e-06
135,0,13,1.0163954872519966e-05
135,0,14,1.0151726170375586e-05
135,0,15,8.781982745753342e-06
135,0,16,6.913356731518829e-06
135,0,17,5.559881256970669e-06
135,0,18,5.086656240873503e-06
135,0,19,5.252168271955746e-06
135,0,20,5.598681029122225e-06
135,0,21,5.93525737462483e-06
135,0,22,6.1601394017340885e-06
135,0,23,6.072896303065437e-06
135,0,24,5.2688687777164385e-06
135,0,25,3.6752412235865916e-06
135,0,26,1.798397015104398e-06
135,0,27,6.244678936411963e-07
135,0,28,7.568376189738295e-07
135,0,29,1.942041700948185e-06
135,0,30,3.082103331050512e-06
135,0,31,3.2115218824561214e-06
135,0,32,2.105006964928574e-06
135,0,33,4.5712127529393443e-07
135,0,34,-9.030075623694535e-07
135,0,35,-1.551732225765209e-06
135,0,36,-1.7441534769897863e-06
136,0,0,6.748089900211838e-06
136,0,1,5.6745256124226455e-06
136,0,2,3.5298996025029503e-06
136,0,3,2.1533482461386094e-06
136,0,4,2.6685033332985385e-06
136,0,5,4.735457039337895e-06
136,0,6,6.957078689069727e-06
136,0,7,7.927820961312515e-06
136,0,8,7.099959581251584e-06
136,0,9,4.96641048936878e-06
136,0,10,2.650951722383245e-06
136,0,11,1.2976957089098925e-06
136,0,12,1.4081160071060115e-06
136,0,13,2.528107544476837e-06
136,0,14,3.3801462044542082e-06
136,0,15,2.7007943974693396e-06
136,0,16,1.5508446953472586e-07
136,0,17,-3.1845630039023303e-06
136,0,18,-5.588519062768951e-06
136,0,19,-5.9004913934346856e-06
136,0,20,-4.5213379726897986e-06
136,0,21,-2.9867999264167604e-06
136,0,22,-2.679984794584807e-06
136,0,23,-3.531225645797895e-06
136,0,24,-4.211271942947386e-06
136,0,25,-3.288627753027755e-06
136,0,26,-6.535564904951292e-07
136,0,27,2.490059924454855e-06
136,0,28,4.592091932169599e-06
136,0,29,5.126455365818259e-06
136,0,30,4.631912521189637e-06
136,0,31,4.010541729902538e-06
136,0,32,3.4448545706622976e-06
136,0,33,2.514802910084227e-06
136,0,34,8.005611681404789e-07
136,0,35,-1.280862962617592e-06
136,0,36,-2.8735265432986654e-06
137,0,0,-6.9621638559220545e-06
137,0,1,-6.16257975795425e-06
137,0,2,-5.012402909527016e-06
137,0,3,-4.32365747732438e-06
137,0,4,-4.405790670884447e-06
137,0,5,-4.916607650151217e-06
137,0,6,-5.271624910501761e-06
137,0,7,-5.0567360475266125e-06
137,0,8,-4.238754326659318e-06
137,0,9,-3.115889604533308e-06
137,0,10,-2.225138847694938e-06
137,0,11,-2.077662278716542e-06
137,0,12,-2.8093105775294533e-06
137,0,13,-3.946776327815298e-06
137,0,14,-4.675742890510601e-06
137,0,15,-4.469345070197731e-06
137,0,16,-3.597959274838071e-06
137,0,17,-2.9064156911942646e-06
137,0,18,-3.037279247803583e-06
137,0,19,-3.7891234224671254e-06
137,0,20,-4.3315100546965e-06
137,0,21,-4.0525331009091145e-06
137,0,22,-3.2333835888273424e-06
137,0,23,-2.8073042321874453e-06
137,0,24,-3.493777018995426e-06
137,0,25,-5.131978545325487e-06
137,0,26,-6.816316555776692e-06
137,0,27,-7.677180952471582e-06
137,0,28,-7.556216700141752e-06
137,0,29,-7.023945468136227e-06
137,0,30,-6.828245488462901e-06
137,0,31,-7.232187743731776e-06
137,0,32,-7.797456899200853e-06
137,0,33,-7.712936463912e-06
137,0,34,-6.458786179628761e-06
137,0,35,-4.346982378793617e-06
137,0,36,-2.4942254102510456e-06
138,0,0,7.118868340181086e-06
138,0,1,7.686566210337968e-06
138,0,2,7.64088702015969e-06
138,0,3,7.250803281565058e-06
138,0,4,7.013434619610153e-06
138,0,5,7.364183803160618e-06
138,0,6,8.493020995183227e-06
138,0,7,1.0027217071443303e-05
138,0,8,1.1155640989067269e-05
138,0,9,1.099985473067283e-05
138,0,10,9.442061995922578e-06
138,0,11,7.410354848080944e-06
138,0,12,6.5407010944571495e-06
138,0,13,7.882576873406049e-06
138,0,14,1.1078381959585574e-05
138,0,15,1.4367795879845257e-05
138,0,16,1.6023278533362274e-05
138,0,17,1.5539383689062796e-05
138,0,18,1.4001604203624338e-05
138,0,19,1.280374727664511e-05
138,0,20,1.2552159210512922e-05
138,0,21,1.2686514135435431e-05
138,0,22,1.2586484268665077e-05
138,0,23,1.2277563110870316e-05
138,0,24,1.2483399954842773e-05
138,0,25,1.3405645058481319e-05
138,0,26,1.4324470461990241e-05
138,0,27,1.4002790184733122e-05
138,0,28,1.2204267295560123e-05
138,0,29,1.0010483096277087e-05
138,0,30,9.162989727089026e-06
138,0,31,1.0271537183406383e-05
138,0,32,1.2435672582565582e-05
138,0,33,1.3838375368075448e-05
138,0,34,1.3513493669420383e-05
138,0,35,1.177680186897407e-05
138,0,36,9.956240103859305e-06
139,0,0,9.89575088363561e-07
139,0,1,-4.503223020747832e-07
139,0,2,-1.4693097219361972e-06
139,0,3,-2.0589490611508344e-06
139,0,4,-2.5389234375304304e-06
139,0,5,-3.0795058141435425e-06
139,0,6,-3.2942495217621248e-06
139,0,7,-2.6595944687640396e-06
139,0,8,-1.2065723419877767e-06
139,0,9,1.548417253952055e-07
139,0,10,4.1614803814642924e-07
139,0,11,-4.813573085689841e-07
139,0,12,-1.337331852401662e-06
139,0,13,-8.421431755756872e-07
139,0,14,1.0294940847117967e-06
139,0,15,2.6825759450287693e-06
139,0,16,2.358448581290596e-06
139,0,17,-8.370531770326843e-08
139,0,18,-2.767545125010164e-06
139,0,19,-3.5150086274278697e-06
139,0,20,-1.91500424205099e-06
139,0,21,1.5557063993480308e-07
139,0,22,3.381065930985081e-07
139,0,23,-1.9729245035017762e-06
139,0,24,-4.982928732388521e-06
139,0,25,-6.266657967601461e-06
139,0,26,-5.000184029925562e-06
139,0,27,-2.6887555978215196e-06
139,0,28,-1.5895974011472967e-06
139,0,29,-2.68107218646645e-06
139,0,30,-4.990704912204554e-06
139,0,31,-6.981520086251497e-06
139,0,32,-8.200443093624979e-06
139,0,33,-9.593599822602789e-06
139,0,34,-1.2025034991000366e-05
139,0,35,-1.4855546981737714e-05
139,0,36,-1.604884188322487e-05
140,0,0,-7.534750442072754e-06
140,0,1,-6.154789390020658e-06
140,0,2,-4.523194069504835e-06
140,0,3,-3.4469969764137182e-06
140,0,4,-3.5757836108911195e-06
140,0,5,-4.894382145893865e-06
140,0,6,-6.5891778903797685e-06
140,0,7,-7.536592714568117e-06
140,0,8,-7.162382932936889e-06
140,0,9,-5.893512294787164e-06
140,0,10,-4.866432645696142e-06
140,0,11,-4.9797327679588675e-06
140,0,12,-6.250744720466355e-06
140,0,13,-7.82574072965593e-06
140,0,14,-8.752209526752448e-06
140,0,15,-8.598086552293396e-06
140,0,16,-7.620014480240857e-06
140,0,17,-6.297770690419087e-06
140,0,18,-5.0426599797164635e-06
140,0,19,-4.108669297526318e-06
140,0,20,-3.8711038209150175e-06
140,0,21,-4.677239918812027e-06
140,0,22,-6.5409201007846e-06
140,0,23,-8.68731016665414e-06
140,0,24,-9.96170434810898e-06
140,0,25,-9.61600395162223e-06
140,0,26,-8.161737908923816e-06
140,0,27,-7.022368040501966e-06
140,0,28,-7.5186749410804336e-06
140,0,29,-9.594358704993256e-06
140,0,30,-1.1923397865169088e-05
140,0,31,-1.2919624179335296e-05
140,0,32,-1.2182942918666716e-05
140,0,33,-1.054635883773839e-05
140,0,34,-9.275874028367905e-06
140,0,35,-8.767849925472957e-06
140,0,36,-8.596309763417537e-06
141,0,0,6.2145075406247e-06
141,0,1,4.952846285184416e-06
141,0,2,2.983973398740472e-06
141,0,3,1.5477930222541913e-06
141,0,4,1.4750387200975038e-06
141,0,5,2.69218875847293e-06
141,0,6,4.5603356508914096e-06
141,0,7,6.2820313386735506e-06
141,0,8,7.347158789685498e-06
141,0,9,7.535379084819987e-06
141,0,10,7.0327173627665975e-06
141,0,11,6.303691137217969e-06
141,0,12,6.042121548484027e-06
141,0,13,6.725563535102657e-06
141,0,14,8.37179044280075e-06
141,0,15,1.0338632427545373e-05
141,0,16,1.179531699859078e-05
141,0,17,1.216886103009039e-05
141,0,18,1.1642278869428168e-05
141,0,19,1.0882528457204302e-05
141,0,20,1.0633152282219784e-05
141,0,21,1.1069755584109655e-05
141,0,22,1.1818740489287158e-05
141,0,23,1.2169918226747484e-05
141,0,24,1.1714983149375513e-05
141,0,25,1.0449538395919476e-05
141,0,26,8.83993574901388e-06
141,0,27,7.369490159127713e-06
141,0,28,6.447360743216956e-06
141,0,29,6.171841324539352e-06
141,0,30,6.539170960548086e-06
141,0,31,7.309491884151351e-06
141,0,32,8.217595436360245e-06
141,0,33,8.862218369539354e-06
141,0,34,8.993120852522488e-06
141,0,35,8.436650512727356e-06
141,0,36,7.290751199845241e-06
142,0,0,-1.0360328605878405e-05
142,0,1,-1.0538226499791836e-05
142,0,2,-1.0516131598975605e-05
142,0,3,-1.0443393122026965e-05
142,0,4,-1.0357006403582264e-05
142,0,5,-1.0121409437332813e-05
142,0,6,-9.747311705450513e-06
142,0,7,-9.601892959215012e-06
142,0,8,-1.0194679059195204e-05
142,0,9,-1.1562187309605064e-05
142,0,10,-1.2985684054690359e-05
142,0,11,-1.3402931126250787e-05
142,0,12,-1.2284160949333173e-05
142,0,13,-1.0065820392736349e-05
142,0,14,-7.765955640240841e-06
142,0,15,-6.1023708440018185e-06
142,0,16,-5.082832725090275e-06
142,0,17,-4.355996926614037e-06
142,0,18,-3.943214382712198e-06
142,0,19,-4.3951368497891245e-06
142,0,20,-6.177648266397762e-06
142,0,21,-8.858496717164242e-06
142,0,22,-1.1137253188710705e-05
142,0,23,-1.178996698687735e-05
142,0,24,-1.0755343988617418e-05
142,0,25,-9.223379448590864e-06
142,0,26,-8.580970589346744e-06
142,0,27,-9.139283929233011e-06
142,0,28,-9.900311272037195e-06
142,0,29,-9.542882031701608e-06
142,0,30,-7.753090291795733e-06
142,0,31,-5.568231146053129e-06
142,0,32,-4.5289810024795076e-06
142,0,33,-5.390165905112078e-06
142,0,34,-7.64534863743519e-06
142,0,35,-1.010361098955178e-05
142,0,36,-1.1882348366889703e-05
143,0,0,4.518271520307607e-06
143,0,1,2.591018203430614e-06
143,0,2,1.3261387009401516e-06
143,0,3,1.8771790844363765e-06
143,0,4,3.850546693763459e-06
143,0,5,5.464414507086045e-06
143,0,6,5.3323857058474515e-06
143,0,7,3.912889282318044e-06
