level_0,level_1,level_2,no_vis_no_aud_data_Fz
20,0,31,-2.633235129126591e-06
20,0,32,-5.114002927973909e-06
20,0,33,-8.054501206029223e-06
20,0,34,-9.789270698445224e-06
20,0,35,-9.739840752060944e-06
20,0,36,-8.759699397632096e-06
21,0,0,9.76651150268892e-06
21,0,1,7.002875749763111e-06
21,0,2,4.307423360453707e-06
21,0,3,2.8811608419391073e-06
21,0,4,2.749697018817674e-06
21,0,5,2.7447157162618365e-06
21,0,6,1.7425856899995083e-06
21,0,7,-9.539920853332715e-08
21,0,8,-1.1942134911496337e-06
21,0,9,6.359368380064452e-08
21,0,10,3.722461825408403e-06
21,0,11,7.826312619932927e-06
21,0,12,9.849163472034608e-06
21,0,13,8.754507274201246e-06
21,0,14,5.909695843751665e-06
21,0,15,3.911866282662246e-06
21,0,16,4.355152187922442e-06
21,0,17,6.524917359369505e-06
21,0,18,8.212174120261133e-06
21,0,19,7.790201314159873e-06
21,0,20,5.635388599630647e-06
21,0,21,3.5838679275167044e-06
21,0,22,3.111638262435991e-06
21,0,23,4.005452561273463e-06
21,0,24,4.7354210233471685e-06
21,0,25,4.0519073685449706e-06
21,0,26,2.1437106944381917e-06
21,0,27,3.216363259250006e-07
21,0,28,-3.520023990560796e-07
21,0,29,1.999106758833809e-08
21,0,30,4.710972532106619e-07
21,0,31,3.513999724940159e-07
21,0,32,-2.2716921305067474e-08
21,0,33,1.4069336412387206e-07
21,0,34,9.600008668063801e-07
21,0,35,1.4884833257268023e-06
21,0,36,5.573807440051732e-07
22,0,0,-5.9941555247935345e-06
22,0,1,-6.258720625321873e-06
22,0,2,-7.452393149014831e-06
22,0,3,-8.142591953772557e-06
22,0,4,-7.320777622174882e-06
22,0,5,-5.313631197221668e-06
22,0,6,-3.6291756800532434e-06
22,0,7,-3.6410744175149033e-06
22,0,8,-5.475431762269611e-06
22,0,9,-7.799814309502977e-06
22,0,10,-8.898099755048374e-06
22,0,11,-7.84814122069651e-06
22,0,12,-5.179937293058257e-06
22,0,13,-2.345079372773198e-06
22,0,14,-7.636836130697631e-07
22,0,15,-8.367120369336497e-07
22,0,16,-1.8250615811683097e-06
22,0,17,-2.3648141348031588e-06
22,0,18,-1.5835094254218512e-06
22,0,19,3.0087390307882556e-07
22,0,20,2.03390030339817e-06
22,0,21,2.4081455553232956e-06
22,0,22,1.2112765215038546e-06
22,0,23,-4.3788732652896747e-07
22,0,24,-1.0417094172838614e-06
22,0,25,1.5746218430636908e-07
22,0,26,2.451140280899819e-06
22,0,27,4.344268810360972e-06
22,0,28,4.582769611337513e-06
22,0,29,3.1200117983810492e-06
22,0,30,8.832534281020562e-07
22,0,31,-8.610834030223398e-07
22,0,32,-1.3854794112373332e-06
22,0,33,-5.672359377909683e-07
22,0,34,1.1173291734906533e-06
22,0,35,2.9719389646672855e-06
22,0,36,4.0717987455649105e-06
23,0,0,8.926194410602663e-06
23,0,1,8.976185333327356e-06
23,0,2,1.0246963363794062e-05
23,0,3,1.0697446282635571e-05
23,0,4,8.714544804005618e-06
23,0,5,4.882854482276058e-06
23,0,6,1.4401471376871726e-06
23,0,7,2.460781652478041e-07
23,0,8,1.0798323434682723e-06
23,0,9,2.20940768140184e-06
23,0,10,2.240788159463657e-06
23,0,11,1.6181084233822621e-06
23,0,12,1.9485796946587736e-06
23,0,13,4.218579187288197e-06
23,0,14,7.462308096603423e-06
23,0,15,9.594958971505371e-06
23,0,16,9.164185894538622e-06
23,0,17,6.572963418594946e-06
23,0,18,3.325249831032936e-06
23,0,19,5.667747330208268e-07
23,0,20,-1.8621802432880583e-06
23,0,21,-4.582616816225339e-06
23,0,22,-7.545786614746399e-06
23,0,23,-9.601609924459603e-06
23,0,24,-9.698500943068427e-06
23,0,25,-7.96179531830244e-06
23,0,26,-5.860991674150215e-06
23,0,27,-4.740699366877031e-06
23,0,28,-4.7230216999941935e-06
23,0,29,-4.6493329829669805e-06
23,0,30,-3.615229851886329e-06
23,0,31,-1.983151953474554e-06
23,0,32,-1.2865040126399266e-06
23,0,33,-2.6108768386408023e-06
23,0,34,-5.589126969036674e-06
23,0,35,-8.450476287591847e-06
23,0,36,-9.578697205995352e-06
24,0,0,1.1073838123987808e-05
24,0,1,9.579444446853463e-06
24,0,2,7.413849490575111e-06
24,0,3,5.833543123641693e-06
24,0,4,5.185240738642263e-06
24,0,5,5.090829730223189e-06
24,0,6,5.226895596604169e-06
24,0,7,5.817477808990184e-06
24,0,8,7.389710773234601e-06
24,0,9,9.985482177946449e-06
24,0,10,1.2699475526522478e-05
24,0,11,1.4075760764733114e-05
24,0,12,1.3182663147731318e-05
24,0,13,1.0404122595410756e-05
24,0,14,7.245016712388271e-06
24,0,15,5.269352992702878e-06
24,0,16,5.097101969577959e-06
24,0,17,6.232265243042486e-06
24,0,18,7.739380932254803e-06
24,0,19,9.004726732685813e-06
24,0,20,9.941714381861899e-06
24,0,21,1.067195496475443e-05
24,0,22,1.114583954641915e-05
24,0,23,1.1143667673038952e-05
24,0,24,1.0517845087019279e-05
24,0,25,9.400887351170364e-06
24,0,26,8.077395734599167e-06
24,0,27,6.722073985778896e-06
24,0,28,5.3432228810773835e-06
24,0,29,3.967563739028777e-06
24,0,30,2.803234425235307e-06
24,0,31,2.1299167518887366e-06
24,0,32,1.942664704828183e-06
24,0,33,1.7580125393608587e-06
24,0,34,9.444404126713484e-07
24,0,35,-6.131646933191316e-07
24,0,36,-2.188455287847001e-06
25,0,0,-7.345289596146561e-06
25,0,1,-8.932378974666876e-06
25,0,2,-9.741572429998924e-06
25,0,3,-9.447136248838322e-06
25,0,4,-8.346608353122819e-06
25,0,5,-7.131575072747841e-06
25,0,6,-6.528825276262316e-06
25,0,7,-6.870908066569387e-06
25,0,8,-7.952957940052566e-06
25,0,9,-9.096267011985434e-06
25,0,10,-9.51005582084031e-06
25,0,11,-8.692831163374052e-06
25,0,12,-6.870416939423112e-06
25,0,13,-4.900721324059684e-06
25,0,14,-3.798117961403808e-06
25,0,15,-3.960024391636615e-06
25,0,16,-4.93861014630437e-06
25,0,17,-5.802450045909918e-06
25,0,18,-6.030834355268952e-06
25,0,19,-5.951253203880088e-06
25,0,20,-6.5074936234111864e-06
25,0,21,-8.2791624078216e-06
25,0,22,-1.0865707898141186e-05
25,0,23,-1.297346190090793e-05
25,0,24,-1.3412944299268635e-05
25,0,25,-1.1950011863326828e-05
25,0,26,-9.638731133164555e-06
25,0,27,-8.04335007322356e-06
25,0,28,-8.253128303494352e-06
25,0,29,-1.0073684975438711e-05
25,0,30,-1.2323311422646958e-05
25,0,31,-1.3670011161565944e-05
25,0,32,-1.3736068126537918e-05
25,0,33,-1.3221144232934624e-05
25,0,34,-1.3264264468781863e-05
25,0,35,-1.4240338562843775e-05
25,0,36,-1.545249274674792e-05
26,0,0,6.30454869978505e-07
26,0,1,-1.8775990890959138e-07
26,0,2,-3.6561878549973525e-07
26,0,3,3.8971552965913283e-07
26,0,4,2.2243213938448036e-06
26,0,5,4.512376539360754e-06
26,0,6,5.867582600453235e-06
26,0,7,5.066014348814477e-06
26,0,8,2.1903954219737334e-06
26,0,9,-1.2336167130448084e-06
26,0,10,-3.3491615384925006e-06
26,0,11,-3.489215721099126e-06
26,0,12,-2.614918996953595e-06
26,0,13,-2.3223470980604673e-06
26,0,14,-3.3331460641513916e-06
26,0,15,-4.9443010366371045e-06
26,0,16,-5.8421218415945285e-06
26,0,17,-5.446105287072885e-06
26,0,18,-4.397431686854834e-06
26,0,19,-3.905987308822382e-06
26,0,20,-4.6058805996497055e-06
26,0,21,-6.135604144697697e-06
26,0,22,-7.60843697631265e-06
26,0,23,-8.459876097373679e-06
26,0,24,-8.666174964661521e-06
26,0,25,-8.422744702327916e-06
26,0,26,-7.702026165306956e-06
26,0,27,-6.409556322081852e-06
26,0,28,-4.78502195473793e-06
26,0,29,-3.6075213384771166e-06
26,0,30,-3.695209361960505e-06
26,0,31,-5.261159172913568e-06
26,0,32,-7.6286816010800226e-06
26,0,33,-9.812613426010881e-06
26,0,34,-1.1217067534544578e-05
26,0,35,-1.196411121420169e-05
26,0,36,-1.2401925235456602e-05
27,0,0,-5.577898347281266e-07
27,0,1,1.3328093899297062e-06
27,0,2,3.384027564101331e-06
27,0,3,5.286970632934504e-06
27,0,4,6.919413966322897e-06
27,0,5,8.232698141805053e-06
27,0,6,9.028827615046166e-06
27,0,7,9.135683057756095e-06
27,0,8,8.491407915356126e-06
27,0,9,7.307350569793589e-06
27,0,10,5.829152083156101e-06
27,0,11,4.323720778156567e-06
27,0,12,2.9296803841133466e-06
27,0,13,1.9198987788109854e-06
27,0,14,1.6337844742956117e-06
27,0,15,2.4585031863172077e-06
27,0,16,4.360535669041397e-06
27,0,17,6.91597389351165e-06
27,0,18,9.287939021463527e-06
27,0,19,1.0829559484983747e-05
27,0,20,1.119452588992418e-05
27,0,21,1.054345864099016e-05
27,0,22,9.0917013485145e-06
27,0,23,7.1235365946559085e-06
27,0,24,4.764368057348661e-06
27,0,25,2.3822184075745698e-06
27,0,26,4.079689521715074e-07
27,0,27,-6.184172981485507e-07
27,0,28,-6.203345584831925e-07
27,0,29,1.3747287744295644e-07
27,0,30,9.492719214475718e-07
27,0,31,1.3452209005118665e-06
27,0,32,1.083690420050683e-06
27,0,33,3.847237224393333e-07
27,0,34,-7.080051196680467e-07
27,0,35,-2.301957317936529e-06
27,0,36,-4.9069662785729946e-06
28,0,0,4.397119184470648e-06
28,0,1,7.682074761635805e-06
28,0,2,8.620194549833528e-06
28,0,3,7.037181890425187e-06
28,0,4,4.891126518610886e-06
28,0,5,4.3998094698385806e-06
28,0,6,5.980828880628814e-06
28,0,7,8.169426413449292e-06
28,0,8,9.150547111787602e-06
28,0,9,8.529102469529619e-06
28,0,10,7.408693019337101e-06
28,0,11,7.135353477593189e-06
28,0,12,7.887187647814863e-06
28,0,13,8.677301359210927e-06
28,0,14,8.433348683112838e-06
28,0,15,7.1053248724762316e-06
28,0,16,5.497165411784915e-06
28,0,17,4.329242866270137e-06
28,0,18,3.484415044193752e-06
28,0,19,2.4257088077709455e-06
28,0,20,1.0510095464448933e-06
28,0,21,1.0896577740395084e-07
28,0,22,5.194692298673397e-07
28,0,23,2.445546342703738e-06
28,0,24,4.985166816983994e-06
28,0,25,6.888323071378439e-06
28,0,26,7.387406477423852e-06
28,0,27,6.535700328714404e-06
28,0,28,4.857289313424032e-06
28,0,29,2.9946312216125418e-06
28,0,30,1.5841256990409557e-06
28,0,31,1.2000595412808027e-06
28,0,32,1.9625833666895827e-06
28,0,33,3.187733502479955e-06
28,0,34,3.6091646135287666e-06
28,0,35,2.417126088041362e-06
28,0,36,1.4730714148161512e-07
29,0,0,1.8890567216206408e-06
29,0,1,3.922255258896466e-06
29,0,2,6.398567443133404e-06
29,0,3,8.348315292804542e-06
29,0,4,8.702550387699906e-06
29,0,5,7.066241337973494e-06
29,0,6,4.106811745519738e-06
29,0,7,1.2219154268858456e-06
29,0,8,-2.4595297330023955e-07
29,0,9,3.42959020253184e-07
29,0,10,2.6828562513000326e-06
29,0,11,5.731839058999367e-06
29,0,12,8.152112544452584e-06
29,0,13,8.969379402473633e-06
29,0,14,8.121520052612125e-06
29,0,15,6.566987674517372e-06
29,0,16,5.595927806719992e-06
29,0,17,5.8277048951650755e-06
29,0,18,6.653454428497021e-06
29,0,19,6.797190973307056e-06
29,0,20,5.4915480086251784e-06
29,0,21,3.245418022900529e-06
29,0,22,1.3810755468762558e-06
29,0,23,8.458842911377069e-07
29,0,24,1.4036795828341255e-06
29,0,25,2.020167842691471e-06
29,0,26,1.910773090736353e-06
29,0,27,1.2432617226018917e-06
29,0,28,7.538364683121986e-07
29,0,29,8.508556802011474e-07
29,0,30,1.1094866005604019e-06
29,0,31,7.549452787943876e-07
29,0,32,-4.922700173350239e-07
29,0,33,-2.056432307374586e-06
29,0,34,-3.0344159765407954e-06
29,0,35,-2.967438784815855e-06
29,0,36,-2.1349513508348922e-06
