level_0,level_1,level_2,no_vis_data_Fz
21,0,3,-1.6023739829081887e-05
21,0,4,-1.9074978183675228e-05
21,0,5,-2.0793332387873263e-05
21,0,6,-2.0610628723884052e-05
21,0,7,-1.9222028199632137e-05
21,0,8,-1.7862292854857334e-05
21,0,9,-1.713270492537252e-05
21,0,10,-1.6601034687474883e-05
21,0,11,-1.5485521229233906e-05
21,0,12,-1.370417905903129e-05
21,0,13,-1.2056901503038054e-05
21,0,14,-1.14956763248712e-05
21,0,15,-1.2176561903743993e-05
21,0,16,-1.3388238057225762e-05
21,0,17,-1.4257634969541948e-05
21,0,18,-1.4580403730074369e-05
21,0,19,-1.476558267488081e-05
21,0,20,-1.5168394246319592e-05
21,0,21,-1.546728767918106e-05
21,0,22,-1.4978120675915784e-05
21,0,23,-1.339287284229506e-05
21,0,24,-1.13400988864634e-05
21,0,25,-9.877956619530268e-06
21,0,26,-9.637996989030344e-06
21,0,27,-1.019060597806209e-05
21,0,28,-1.0536610509581646e-05
21,0,29,-9.90686982032835e-06
21,0,30,-8.4089720419548e-06
21,0,31,-6.698859315069157e-06
21,0,32,-5.479106120919526e-06
21,0,33,-5.011523973834126e-06
21,0,34,-5.336537731121855e-06
21,0,35,-6.341746578894503e-06
21,0,36,-7.852964453070824e-06
22,0,0,-9.456634284049409e-06
22,0,1,-7.961242345515523e-06
22,0,2,-5.22279195644862e-06
22,0,3,-3.143687037214629e-06
22,0,4,-3.0138424784843614e-06
22,0,5,-4.316312398003412e-06
22,0,6,-5.165125625922353e-06
22,0,7,-3.934879045545183e-06
22,0,8,-8.601358004784422e-07
22,0,9,2.1468811930158162e-06
22,0,10,3.068494379726154e-06
22,0,11,1.5253361425412613e-06
22,0,12,-1.1159922162591249e-06
22,0,13,-3.0002639042834954e-06
22,0,14,-3.325850097545051e-06
22,0,15,-2.577855632112538e-06
22,0,16,-1.791192543666419e-06
22,0,17,-1.5083380501097147e-06
22,0,18,-1.6454658425203088e-06
22,0,19,-1.8911552897267828e-06
22,0,20,-2.257421180716472e-06
22,0,21,-2.9490104209949877e-06
22,0,22,-4.094991588401482e-06
22,0,23,-5.500911802416283e-06
22,0,24,-6.881939146072627e-06
22,0,25,-7.974601003894223e-06
22,0,26,-8.667200147104636e-06
22,0,27,-8.819594354008797e-06
22,0,28,-8.378952167987109e-06
22,0,29,-7.420293806330021e-06
22,0,30,-6.282402412517403e-06
22,0,31,-5.2770960669112725e-06
22,0,32,-4.5321413147163204e-06
22,0,33,-3.84593264517367e-06
22,0,34,-3.0195157246196185e-06
22,0,35,-1.986566924231658e-06
22,0,36,-9.38632197520337e-07
23,0,0,-1.9504914525503877e-07
23,0,1,8.041077427828905e-07
23,0,2,1.5264182593535555e-06
23,0,3,1.075029029028224e-06
23,0,4,-3.403946999033239e-07
23,0,5,-1.7405322328312465e-06
23,0,6,-2.2325481373428085e-06
23,0,7,-1.3662226796297473e-06
23,0,8,8.436504811673961e-07
23,0,9,4.003721610931256e-06
23,0,10,7.07329610658133e-06
23,0,11,8.508729060310556e-06
23,0,12,7.031738018857135e-06
23,0,13,2.9763310965465352e-06
23,0,14,-1.4051531461718958e-06
23,0,15,-3.1641990534283073e-06
23,0,16,-1.0805064609512716e-06
23,0,17,3.1462841903237126e-06
23,0,18,5.9498707719127936e-06
23,0,19,4.8534999946421e-06
23,0,20,4.5472798542529126e-07
23,0,21,-4.0408613733284e-06
23,0,22,-5.72753314721913e-06
23,0,23,-4.312747542517222e-06
23,0,24,-2.217615689308709e-06
23,0,25,-2.055376747807979e-06
23,0,26,-4.386872817007791e-06
23,0,27,-7.331313936552984e-06
23,0,28,-8.64445986883841e-06
23,0,29,-7.674825724956775e-06
23,0,30,-5.967955528630211e-06
23,0,31,-5.5808443825631484e-06
23,0,32,-7.3446536774416054e-06
23,0,33,-1.0068324049788697e-05
23,0,34,-1.1815491774164015e-05
23,0,35,-1.1361784150859847e-05
23,0,36,-9.190585979539318e-06
24,0,0,3.21963312012528e-06
24,0,1,2.508758226307231e-06
24,0,2,2.3039627537838216e-06
24,0,3,2.2483533365057342e-06
24,0,4,1.856998488096963e-06
24,0,5,1.0115002774659118e-06
24,0,6,2.8385973532818556e-07
24,0,7,6.818400935765275e-07
24,0,8,2.7274684222782907e-06
24,0,9,5.804628831449952e-06
24,0,10,8.329253011167092e-06
24,0,11,8.898598158152372e-06
24,0,12,7.278495576657287e-06
24,0,13,4.618789967639035e-06
24,0,14,2.5502804799396424e-06
24,0,15,2.117398830424883e-06
24,0,16,3.1214709917023174e-06
24,0,17,4.481733479614122e-06
24,0,18,5.005933855515849e-06
24,0,19,4.240667903540363e-06
24,0,20,2.625298332543832e-06
24,0,21,1.1565463127670723e-06
24,0,22,4.832842095476084e-07
24,0,23,4.4355225078757937e-07
24,0,24,1.1595792730063718e-07
24,0,25,-1.2399544360190823e-06
24,0,26,-3.4408946306717706e-06
24,0,27,-5.220703392784347e-06
24,0,28,-5.304859302591297e-06
24,0,29,-3.4619257864689564e-06
24,0,30,-9.216675744943144e-07
24,0,31,6.972835866911683e-07
24,0,32,6.453071005787127e-07
24,0,33,-2.647026388666636e-07
24,0,34,-6.322142420305663e-07
24,0,35,2.425778156742989e-07
24,0,36,1.5439645951995004e-06
25,0,0,-6.352800213866683e-06
25,0,1,-5.074879739501583e-06
25,0,2,-2.83863232335366e-06
25,0,3,-1.5843285163624733e-06
25,0,4,-2.3322538601966214e-06
25,0,5,-4.5175122741192536e-06
25,0,6,-6.74291451148375e-06
25,0,7,-7.846157794621329e-06
25,0,8,-7.639754881138053e-06
25,0,9,-6.699223112955287e-06
25,0,10,-5.841086109012716e-06
25,0,11,-5.550409051409497e-06
25,0,12,-5.904580481674789e-06
25,0,13,-6.5545537903652145e-06
25,0,14,-6.980868888035324e-06
25,0,15,-6.680984469732037e-06
25,0,16,-5.525354290991712e-06
25,0,17,-3.7907361384963405e-06
25,0,18,-2.0706811791806467e-06
25,0,19,-8.308175107341539e-07
25,0,20,-2.457445625862227e-07
25,0,21,-1.3059270908309455e-07
25,0,22,-2.09344833301571e-07
25,0,23,-1.9808215096907399e-07
25,0,24,1.0256934654580268e-08
25,0,25,3.950315262702101e-07
25,0,26,7.15500811313873e-07
25,0,27,7.486354318331384e-07
25,0,28,4.445929855903263e-07
25,0,29,1.60500499195805e-07
25,0,30,3.2063660933391487e-07
25,0,31,1.087830712843259e-06
25,0,32,2.038290980085875e-06
25,0,33,2.512491702113642e-06
25,0,34,2.021078974497284e-06
25,0,35,6.531787773398545e-07
25,0,36,-1.1992038886526245e-06
26,0,0,2.887145862862778e-06
26,0,1,1.4378030060078928e-06
26,0,2,1.800779641147504e-07
26,0,3,-7.570091155710881e-08
26,0,4,1.0279306632961522e-06
26,0,5,3.066644467475182e-06
26,0,6,5.019581369416137e-06
26,0,7,5.890334520251817e-06
26,0,8,5.336850597303927e-06
26,0,9,3.887907645275371e-06
26,0,10,2.591714148786781e-06
26,0,11,2.3565581055753204e-06
26,0,12,3.406581941647744e-06
26,0,13,5.210240929377129e-06
26,0,14,6.852853505076519e-06
26,0,15,7.527278761087412e-06
26,0,16,6.84928100983472e-06
26,0,17,4.968783179182121e-06
26,0,18,2.4973684420882673e-06
26,0,19,2.676230946096773e-07
26,0,20,-1.0776760224477072e-06
26,0,21,-1.4555235100918224e-06
26,0,22,-1.3923987560820577e-06
26,0,23,-1.5533400305229613e-06
26,0,24,-2.1360862183406753e-06
26,0,25,-2.620313392009133e-06
26,0,26,-2.2545992005137603e-06
26,0,27,-8.452061718779603e-07
26,0,28,8.694603040978449e-07
26,0,29,1.7144322810866089e-06
26,0,30,9.9884893312732e-07
26,0,31,-9.340879071752134e-07
26,0,32,-3.040018282088257e-06
26,0,33,-4.4621273201369085e-06
26,0,34,-5.171164307034228e-06
26,0,35,-5.78363114505829e-06
26,0,36,-6.841452079325199e-06
27,0,0,-6.8709029733989816e-06
27,0,1,-3.890425490445278e-06
27,0,2,-1.15401628036798e-06
27,0,3,-5.243878682372912e-07
27,0,4,-2.1153706572097074e-06
27,0,5,-4.324894026339337e-06
27,0,6,-5.433698323964301e-06
27,0,7,-4.783779948754681e-06
27,0,8,-3.1199183023243138e-06
27,0,9,-1.535935212054721e-06
27,0,10,-6.692430915471765e-07
27,0,11,-2.6274358724985256e-07
27,0,12,2.0525510841516702e-07
27,0,13,1.1586284190188669e-06
27,0,14,2.432280634684944e-06
27,0,15,3.52632165029286e-06
27,0,16,3.6070018350957227e-06
27,0,17,2.089910989744659e-06
27,0,18,-1.0850829474093177e-06
27,0,19,-4.8685524959786225e-06
27,0,20,-7.641628440251623e-06
27,0,21,-7.951555135403648e-06
27,0,22,-5.820570818618063e-06
27,0,23,-2.683964561560128e-06
27,0,24,-6.93625280622979e-07
27,0,25,-9.823739820560287e-07
27,0,26,-3.1753854746289242e-06
27,0,27,-5.561924345899176e-06
27,0,28,-6.757251058580368e-06
27,0,29,-6.472776391137783e-06
27,0,30,-5.847437656306663e-06
27,0,31,-6.119412228381815e-06
27,0,32,-7.811832008873401e-06
27,0,33,-1.0026714302764671e-05
27,0,34,-1.1469397748364472e-05
27,0,35,-1.1199390595257512e-05
27,0,36,-9.618751353258285e-06
28,0,0,-6.725945522883094e-06
28,0,1,-8.707681393085886e-06
28,0,2,-9.389254549963465e-06
28,0,3,-8.46408378372466e-06
28,0,4,-6.597017007230102e-06
28,0,5,-5.044844949820561e-06
28,0,6,-4.7745864123742855e-06
28,0,7,-5.749828864468504e-06
28,0,8,-7.140563063322573e-06
28,0,9,-8.038371862949755e-06
28,0,10,-8.171596104042172e-06
28,0,11,-7.813298841950278e-06
28,0,12,-7.3455115128571e-06
28,0,13,-6.846601274605485e-06
28,0,14,-6.358388149397642e-06
28,0,15,-6.1503947115562055e-06
28,0,16,-6.729898550713784e-06
28,0,17,-8.10413924480437e-06
28,0,18,-9.413730144146532e-06
28,0,19,-9.203625950969768e-06
28,0,20,-6.787311677911305e-06
28,0,21,-3.1102263628399196e-06
28,0,22,-5.082355149415258e-07
28,0,23,-8.528836715173801e-07
28,0,24,-4.054885054242946e-06
28,0,25,-7.861867314940202e-06
28,0,26,-9.784333233534665e-06
28,0,27,-8.987129828933696e-06
28,0,28,-7.035790727308625e-06
28,0,29,-6.264812057127237e-06
28,0,30,-7.870762900851857e-06
28,0,31,-1.0836812159641638e-05
28,0,32,-1.3130522179499596e-05
28,0,33,-1.3325723028473151e-05
28,0,34,-1.17979341605836e-05
28,0,35,-9.91511348042806e-06
28,0,36,-8.825203389817152e-06
29,0,0,-6.42346140488552e-06
29,0,1,-5.092680006272047e-06
29,0,2,-5.940751450301168e-06
29,0,3,-8.567550812923173e-06
29,0,4,-1.0962968535402318e-05
29,0,5,-1.1325434921269264e-05
29,0,6,-9.654722960643065e-06
29,0,7,-7.499438036457642e-06
29,0,8,-6.559909622844823e-06
29,0,9,-7.292498157294438e-06
29,0,10,-8.919406669643246e-06
29,0,11,-1.0233117216247947e-05
29,0,12,-1.0573506891192969e-05
29,0,13,-9.920162267491775e-06
29,0,14,-8.69002991965085e-06
29,0,15,-7.337745155583993e-06
29,0,16,-6.448139998289047e-06
29,0,17,-6.523976578035973e-06
29,0,18,-7.773501535994953e-06
29,0,19,-9.608164107176125e-06
29,0,20,-1.0907259437503431e-05
29,0,21,-1.062060998629756e-05
29,0,22,-8.727804509359291e-06
29,0,23,-6.186101474079883e-06
29,0,24,-4.332888121089161e-06
29,0,25,-3.752452231747317e-06
29,0,26,-4.1658372249485875e-06
29,0,27,-4.860853077516563e-06
29,0,28,-5.654641147562542e-06
29,0,29,-6.79047089875446e-06
29,0,30,-8.495562487215733e-06
29,0,31,-1.0191706102869748e-05
29,0,32,-1.0945677949470323e-05
29,0,33,-1.0190608160849407e-05
29,0,34,-8.588512847121994e-06
29,0,35,-7.4054930531307e-06
29,0,36,-7.638931970319627e-06
